month,region,product,sales
Jan,North,Smartwatch,8381
Sep,South,Tablet,18487
Jan,South,Headphones,9444
Sep,North,Headphones,6755
Dec,East,Tablet,14382
Dec,South,Tablet,27727
Mar,North,Smartwatch,11813
Oct,West,Headphones,19339
Sep,East,Laptop,10483
Dec,South,Laptop,6321
Dec,North,Laptop,5734
Jan,South,Smartwatch,17565
Oct,West,Smartwatch,5822
May,West,Smartwatch,14703
May,West,Tablet,17685
Sep,South,Laptop,9509
Jan,North,Tablet,10495
Sep,East,Headphones,4788
Aug,South,Headphones,3850
May,West,Phone,17491
Apr,South,Phone,10483
Feb,West,Headphones,6769
Sep,West,Tablet,19620
Jan,North,Laptop,5201
Mar,North,Phone,18657
May,East,Laptop,3159
Aug,South,Phone,8530
Jul,West,Laptop,5193
Jan,East,Smartwatch,6442
Sep,South,Tablet,10931
Jan,North,Laptop,12009
Mar,East,Laptop,3233
Jul,South,Headphones,12860
Jun,East,Smartwatch,7299
May,South,Phone,17278
May,South,Laptop,9446
Jan,East,Smartwatch,6789
Jan,West,Phone,5777
Aug,East,Phone,20614
Feb,South,Tablet,6258
Jan,South,Headphones,10422
Nov,North,Laptop,24642
May,North,Phone,19720
Dec,South,Phone,16525
Nov,East,Phone,16942
Dec,South,Phone,19980
May,North,Headphones,20497
Aug,North,Phone,7522
Feb,South,Smartwatch,7283
Nov,East,Tablet,12492
Sep,East,Tablet,16100
Aug,West,Headphones,13556
Sep,East,Tablet,4032
Feb,North,Phone,12166
Mar,North,Smartwatch,15096
Oct,North,Smartwatch,11977
Jan,North,Laptop,17916
Oct,South,Phone,15792
Oct,North,Tablet,16185
Sep,South,Tablet,8175
Oct,West,Laptop,20613
Apr,East,Phone,11150
Aug,South,Smartwatch,10299
Nov,West,Tablet,10970
Mar,East,Tablet,8426
Dec,North,Phone,16009
Jun,East,Tablet,6694
Sep,East,Smartwatch,14593
Oct,East,Laptop,11074
Oct,South,Headphones,9158
Jan,North,Headphones,8251
Apr,South,Tablet,19616
Feb,East,Headphones,14763
Aug,West,Laptop,10224
Oct,North,Smartwatch,22414
Feb,East,Tablet,14685
May,North,Laptop,4835
Jul,West,Headphones,14613
Nov,South,Laptop,21662
Mar,East,Smartwatch,13097
Aug,East,Phone,12241
Dec,East,Headphones,17755
Jun,North,Tablet,9416
Feb,East,Tablet,14197
Oct,East,Smartwatch,11362
Oct,South,Headphones,23529
Apr,North,Headphones,5048
Oct,South,Smartwatch,5900
Nov,East,Headphones,13483
Nov,East,Laptop,21568
Aug,South,Smartwatch,13508
Dec,South,Smartwatch,12430
Feb,West,Laptop,3690
May,North,Laptop,18092
Jun,East,Tablet,13541
Jan,North,Headphones,2911
Feb,South,Smartwatch,9831
Nov,North,Phone,15068
Mar,North,Headphones,8503
Aug,East,Laptop,19450
May,East,Tablet,3230
Oct,South,Headphones,23980
Oct,North,Phone,16242
Aug,East,Tablet,11344
Jun,North,Laptop,5711
Jan,East,Phone,6018
Aug,East,Tablet,11958
Jun,East,Tablet,20211
Jan,West,Tablet,3077
Jun,North,Laptop,15686
May,East,Laptop,8791
Apr,South,Phone,7612
Nov,South,Laptop,22179
Jun,North,Headphones,10294
Apr,West,Smartwatch,17382
Apr,West,Smartwatch,18770
Mar,East,Headphones,3603
Nov,East,Smartwatch,11851
Nov,South,Phone,19049
Jun,South,Phone,14895
Nov,West,Phone,18063
Aug,South,Phone,19244
Aug,West,Tablet,10654
Apr,West,Headphones,8959
Oct,North,Headphones,17569
Sep,South,Tablet,11215
Aug,North,Tablet,17553
Jan,South,Smartwatch,5828
Oct,South,Headphones,7286
Jun,East,Tablet,6278
Sep,North,Laptop,10401
May,South,Laptop,11518
Apr,North,Phone,13314
Jun,South,Phone,12832
Feb,East,Laptop,8315
Nov,East,Headphones,22261
Jun,West,Laptop,5489
Apr,South,Smartwatch,16472
Jan,North,Tablet,6981
Oct,West,Phone,10305
Jan,East,Laptop,14755
Sep,North,Headphones,14207
Aug,North,Laptop,4996
Jul,East,Tablet,3951
Mar,South,Smartwatch,12057
Aug,East,Phone,3956
Mar,East,Phone,9162
Dec,North,Phone,21727
Jun,East,Headphones,16876
Jul,East,Phone,4481
Mar,South,Phone,16550
Jul,West,Phone,18708
Aug,North,Laptop,14697
Mar,West,Tablet,18411
Aug,South,Laptop,6615
Mar,East,Laptop,5751
Aug,South,Tablet,5400
Aug,South,Tablet,15933
Apr,West,Smartwatch,18070
Jul,West,Phone,9150
Oct,East,Laptop,6237
May,East,Smartwatch,12711
Apr,North,Headphones,11705
Jan,East,Smartwatch,7056
Feb,East,Headphones,14956
May,South,Laptop,10587
Mar,West,Phone,13388
Dec,West,Laptop,27775
Aug,East,Laptop,6495
Jan,South,Laptop,5039
Feb,North,Laptop,9888
Feb,East,Smartwatch,16539
Jun,South,Smartwatch,9322
Sep,South,Phone,11202
May,North,Phone,16668
Jul,North,Phone,19725
May,East,Laptop,19578
Jun,East,Phone,18766
Sep,North,Phone,16130
Oct,North,Headphones,7954
Feb,West,Tablet,12371
Mar,South,Smartwatch,9328
Jan,East,Tablet,5139
Jun,South,Smartwatch,11786
Apr,East,Tablet,18850
Jan,South,Tablet,14086
Nov,South,Laptop,4256
Feb,North,Laptop,15340
Aug,North,Laptop,4452
Nov,West,Phone,20671
Jul,East,Tablet,4252
Dec,West,Tablet,28971
Nov,North,Smartwatch,26612
Sep,East,Laptop,4775
Aug,East,Smartwatch,15061
Jul,North,Laptop,14918
Nov,South,Laptop,22746
Oct,West,Laptop,18218
Oct,North,Phone,23728
May,East,Laptop,14828
Aug,South,Tablet,4725
Feb,East,Headphones,6372
Nov,South,Laptop,16704
Aug,East,Headphones,17229
Mar,North,Tablet,5683
Oct,East,Headphones,13476
Aug,North,Headphones,19232
Sep,North,Phone,20372
Oct,West,Phone,13802
Mar,South,Phone,6978
Jul,North,Smartwatch,18775
Mar,East,Headphones,14550
Jan,North,Smartwatch,14385
Aug,West,Laptop,7729
Sep,East,Headphones,17243
Jan,South,Laptop,4545
Aug,South,Phone,3302
May,North,Laptop,18150
Sep,East,Laptop,13370
Dec,East,Phone,7242
May,East,Headphones,8195
Jul,West,Tablet,4868
Feb,North,Headphones,16337
Jun,North,Tablet,7220
Oct,East,Phone,16494
Mar,West,Smartwatch,10682
Jul,North,Laptop,14362
Apr,South,Laptop,13106
Oct,East,Phone,21061
Mar,West,Tablet,9772
Sep,North,Headphones,5426
May,South,Tablet,17050
Mar,East,Headphones,7615
Feb,West,Phone,14257
Aug,North,Smartwatch,19514
Aug,West,Tablet,7320
Oct,South,Smartwatch,15483
Dec,North,Smartwatch,23820
Feb,West,Smartwatch,14925
Mar,South,Tablet,4361
Aug,South,Tablet,4527
Jun,West,Tablet,5652
Jan,East,Tablet,8931
Nov,North,Laptop,22249
Apr,East,Tablet,5469
Dec,East,Smartwatch,28659
Oct,North,Tablet,21444
Oct,South,Tablet,17640
Jul,East,Phone,19077
Dec,East,Phone,19323
Jan,North,Laptop,9008
Dec,West,Smartwatch,6010
Jun,East,Phone,13682
Feb,East,Headphones,3035
May,North,Headphones,10561
Apr,South,Headphones,17527
Jan,West,Laptop,9965
Jun,North,Phone,15821
Nov,South,Phone,10528
Dec,West,Tablet,8142
Dec,East,Smartwatch,21444
Jun,East,Tablet,16281
Feb,South,Phone,5402
Apr,North,Tablet,9540
Sep,East,Smartwatch,14735
Nov,West,Phone,22947
Apr,South,Tablet,14645
Dec,West,Headphones,5982
May,East,Smartwatch,20089
Mar,North,Smartwatch,8194
Jan,South,Headphones,12982
Mar,West,Laptop,11384
Aug,West,Phone,8809
Dec,West,Tablet,6910
Dec,South,Laptop,13164
May,West,Tablet,17846
Feb,West,Tablet,7700
May,West,Headphones,19163
Sep,South,Laptop,18201
Apr,West,Laptop,8797
Sep,West,Smartwatch,21450
Feb,West,Tablet,6091
May,South,Phone,11924
Nov,North,Laptop,4337
Mar,West,Laptop,12958
Dec,North,Headphones,28528
Jan,South,Phone,17446
Jan,North,Laptop,13712
Jan,North,Headphones,12089
Jun,East,Phone,14697
Feb,East,Phone,2639
Jul,West,Laptop,9090
Mar,East,Laptop,9421
Sep,East,Laptop,7602
Feb,West,Headphones,14134
Nov,East,Tablet,22133
Apr,South,Phone,19405
Oct,East,Tablet,8530
Nov,South,Headphones,17990
Dec,North,Laptop,24918
Mar,South,Tablet,7391
Aug,North,Smartwatch,8179
Mar,West,Phone,12521
Feb,East,Smartwatch,15904
Aug,North,Tablet,19952
Dec,South,Tablet,23598
Jun,East,Laptop,11005
May,East,Phone,4153
Aug,West,Smartwatch,16593
Dec,West,Headphones,5932
Aug,South,Laptop,19196
Sep,West,Phone,16503
Feb,East,Phone,12045
Jun,East,Phone,17020
Jun,North,Headphones,20455
Feb,West,Smartwatch,13400
Jul,South,Headphones,3525
Feb,East,Smartwatch,12917
Sep,South,Headphones,5110
Aug,East,Laptop,6462
Feb,East,Laptop,4346
Mar,North,Smartwatch,12576
Jan,West,Headphones,14029
Jul,East,Tablet,14970
Jun,South,Phone,9596
Oct,West,Laptop,14966
May,West,Tablet,14229
Jun,West,Headphones,6795
May,East,Smartwatch,19491
May,North,Laptop,13489
Dec,West,Headphones,7113
Jun,West,Tablet,5432
Feb,South,Phone,3372
May,West,Phone,19278
Jul,East,Smartwatch,8178
May,North,Laptop,4440
Dec,South,Headphones,7933
Aug,East,Tablet,3281
Feb,North,Phone,15638
Aug,East,Tablet,6561
Jul,West,Headphones,9294
Apr,West,Phone,13985
Dec,East,Phone,18834
Jan,East,Smartwatch,9467
Jun,North,Phone,20407
Jul,East,Phone,18504
Oct,West,Laptop,15666
Sep,South,Headphones,6679
Mar,East,Smartwatch,11893
May,North,Phone,11681
Dec,South,Phone,16699
Sep,North,Laptop,17572
Sep,North,Smartwatch,3836
Nov,West,Phone,25299
Jun,South,Headphones,7825
Jun,South,Phone,4400
Jul,East,Smartwatch,8450
Jan,West,Laptop,6053
Jan,West,Phone,7025
May,East,Headphones,9021
Jan,North,Laptop,15693
Oct,East,Tablet,17048
Oct,South,Laptop,14661
May,South,Phone,14377
Dec,North,Smartwatch,6265
Sep,West,Smartwatch,21288
May,East,Headphones,17903
Nov,West,Phone,21840
Nov,North,Smartwatch,4598
Nov,East,Smartwatch,12881
Sep,West,Tablet,7860
Apr,North,Smartwatch,7882
Feb,South,Smartwatch,8628
May,West,Tablet,13528
Dec,East,Phone,19309
Feb,North,Smartwatch,4366
Sep,South,Tablet,4714
Dec,South,Smartwatch,9981
Aug,North,Phone,12217
Oct,West,Headphones,15200
Jun,East,Laptop,9344
Oct,East,Tablet,21866
Jun,South,Smartwatch,13678
Sep,South,Laptop,21332
Aug,South,Laptop,13494
Oct,West,Laptop,7470
Nov,North,Headphones,20704
Aug,East,Headphones,10738
Jul,South,Laptop,3145
Mar,West,Phone,5738
Jul,South,Smartwatch,19866
Dec,South,Laptop,26994
Jan,South,Smartwatch,17112
Mar,West,Tablet,11552
Sep,South,Laptop,4145
Mar,East,Smartwatch,13815
Dec,South,Tablet,13048
Oct,South,Phone,11716
Apr,West,Smartwatch,15640
Apr,East,Laptop,13106
Jun,North,Headphones,10674
Dec,South,Headphones,20634
Dec,East,Smartwatch,7102
Feb,East,Headphones,4613
Oct,East,Phone,15223
Apr,West,Headphones,17788
Sep,East,Phone,3995
Jul,West,Headphones,16711
Dec,West,Headphones,20631
Jul,West,Tablet,18463
Jun,North,Headphones,12710
Jan,North,Smartwatch,14755
Jun,South,Phone,8684
Jan,North,Headphones,11443
Feb,North,Headphones,7464
Feb,North,Phone,16765
Feb,East,Laptop,7054
Jul,South,Headphones,7406
Jun,East,Tablet,14720
Jun,West,Smartwatch,7817
Jan,South,Phone,4343
Aug,South,Tablet,11227
Sep,East,Smartwatch,10693
Nov,South,Tablet,14003
Apr,South,Phone,8656
Feb,North,Smartwatch,9593
Jan,South,Smartwatch,16915
Mar,East,Laptop,8333
May,South,Smartwatch,10643
Apr,North,Headphones,10340
Dec,West,Headphones,22374
Apr,South,Smartwatch,5494
Jun,West,Smartwatch,16863
Feb,West,Tablet,8015
Mar,North,Tablet,12487
Oct,North,Phone,8220
Feb,North,Laptop,6866
Mar,North,Tablet,8025
Dec,South,Tablet,14109
Dec,North,Headphones,25624
Jul,West,Laptop,13340
Jul,West,Headphones,6292
Apr,West,Headphones,7517
Jul,South,Smartwatch,8693
Mar,East,Tablet,4321
Jul,North,Smartwatch,13837
May,South,Phone,10025
Jun,South,Smartwatch,12092
Aug,East,Smartwatch,18719
May,North,Phone,18173
Apr,North,Tablet,7795
Nov,East,Smartwatch,18561
Apr,South,Headphones,7719
Dec,South,Tablet,25584
Apr,North,Phone,13636
Jan,North,Laptop,5571
Sep,North,Laptop,21950
Jan,South,Phone,10715
Jul,South,Tablet,19462
Jan,West,Smartwatch,16124
Dec,North,Smartwatch,18334
Aug,North,Tablet,6778
Mar,West,Tablet,5425
Jan,North,Headphones,13580
Apr,East,Headphones,15686
Mar,East,Tablet,11365
Jun,West,Phone,14041
Dec,North,Laptop,8064
Feb,East,Phone,12600
Apr,South,Headphones,12832
Sep,North,Phone,10901
Feb,South,Smartwatch,7631
Aug,South,Smartwatch,13553
Dec,South,Tablet,29857
Jan,West,Phone,13708
Sep,West,Tablet,21314
Sep,South,Headphones,6007
Apr,North,Headphones,3685
Jan,West,Smartwatch,13732
Oct,West,Laptop,9450
Sep,East,Phone,5715
May,South,Headphones,13598
Nov,West,Tablet,18593
Dec,North,Smartwatch,24085
May,East,Headphones,19867
Mar,East,Headphones,12841
Nov,North,Smartwatch,5907
Aug,East,Tablet,20376
Jul,West,Laptop,6300
Aug,South,Phone,7063
Aug,North,Headphones,20892
Jan,West,Tablet,11742
Oct,South,Tablet,6624
Oct,North,Tablet,17194
Sep,West,Smartwatch,19726
Oct,South,Phone,16566
Dec,North,Laptop,15906
Sep,West,Tablet,7681
Mar,East,Tablet,4920
Apr,West,Phone,17871
Jun,East,Phone,5310
Jun,North,Smartwatch,19290
Jun,South,Headphones,4488
Apr,North,Headphones,6292
Mar,West,Smartwatch,9160
Apr,West,Phone,19029
Feb,East,Headphones,12030
Jan,East,Tablet,14123
Aug,North,Headphones,3718
Oct,South,Smartwatch,16999
Apr,West,Tablet,19044
Apr,South,Laptop,13720
Feb,East,Headphones,10640
Nov,North,Headphones,17587
Jan,North,Headphones,4259
Dec,East,Laptop,23833
May,North,Headphones,11895
Feb,East,Smartwatch,14390
Jan,South,Smartwatch,5181
Jan,East,Smartwatch,7215
Mar,North,Smartwatch,10449
May,West,Laptop,19354
May,West,Phone,18981
Jul,South,Tablet,5839
Sep,West,Laptop,18142
Dec,West,Headphones,16104
Apr,West,Laptop,15835
May,South,Headphones,8098
Jun,West,Tablet,5471
Dec,South,Phone,7521
Oct,North,Smartwatch,23958
Dec,North,Smartwatch,12520
Aug,East,Headphones,11567
Oct,East,Laptop,22670
Apr,South,Laptop,17289
Aug,East,Headphones,15663
Jul,North,Phone,14929
Dec,West,Laptop,7129
May,West,Laptop,13779
Sep,North,Laptop,10234
Feb,North,Headphones,15599
Jul,South,Laptop,12879
Feb,West,Phone,14443
Jul,South,Laptop,4633
Jun,South,Phone,7312
Oct,North,Smartwatch,20828
Sep,South,Phone,3406
Mar,North,Headphones,10958
Aug,South,Headphones,8049
Oct,East,Tablet,5824
Jan,West,Smartwatch,14237
Oct,East,Headphones,19405
Jun,East,Smartwatch,19732
Nov,North,Laptop,13261
Oct,West,Phone,6135
Sep,West,Tablet,14501
Dec,North,Phone,18304
Mar,South,Headphones,15664
Nov,East,Smartwatch,7493
Dec,South,Headphones,5212
Sep,West,Smartwatch,11262
Jul,North,Phone,17889
Dec,West,Headphones,26581
Jul,West,Tablet,14116
Mar,East,Phone,4653
Aug,South,Laptop,3792
Dec,West,Tablet,7960
Jun,South,Tablet,6150
Sep,West,Tablet,19963
Jul,West,Laptop,13102
May,North,Smartwatch,4497
Dec,South,Phone,17157
Nov,North,Laptop,18349
Apr,North,Headphones,3226
Dec,North,Laptop,18880
Jun,South,Tablet,21228
Sep,East,Phone,18342
Dec,North,Smartwatch,28630
Feb,South,Tablet,3048
Dec,South,Phone,10618
May,West,Phone,14474
Sep,East,Phone,9276
Nov,North,Laptop,13473
Dec,East,Tablet,18183
Jan,West,Smartwatch,3680
Mar,West,Headphones,4710
Jun,North,Headphones,7513
Jul,West,Tablet,3441
Sep,East,Smartwatch,10307
Sep,North,Smartwatch,16021
Apr,South,Headphones,19843
Jan,East,Laptop,13617
Dec,North,Phone,15627
Nov,East,Tablet,24601
Jun,South,Headphones,13234
Mar,East,Tablet,11197
Jan,North,Phone,16154
Jul,South,Laptop,18282
Mar,South,Tablet,7671
Jul,South,Laptop,14002
Dec,East,Laptop,24111
Apr,South,Smartwatch,17140
Apr,West,Laptop,19669
Sep,West,Laptop,16102
Apr,North,Tablet,14240
Nov,South,Laptop,11916
Nov,West,Headphones,24096
Sep,North,Laptop,9211
Jul,West,Smartwatch,12277
Jan,West,Headphones,3400
Feb,North,Smartwatch,14122
Apr,North,Tablet,10851
Jan,North,Smartwatch,9331
Sep,West,Tablet,13384
Feb,West,Laptop,13871
Jul,East,Headphones,9581
Dec,South,Laptop,23919
Oct,West,Smartwatch,23746
Aug,North,Tablet,13403
Apr,North,Smartwatch,15466
Apr,East,Headphones,3771
Jun,West,Smartwatch,12947
Jun,West,Phone,5507
Feb,East,Laptop,11036
Aug,East,Laptop,10201
Dec,South,Phone,11067
Aug,East,Headphones,16514
Jan,East,Tablet,7927
Jun,North,Laptop,8415
Apr,West,Laptop,7697
Jul,North,Smartwatch,15605
Oct,East,Laptop,10155
May,North,Laptop,4047
May,East,Tablet,20258
Jul,North,Smartwatch,18114
Mar,East,Smartwatch,13709
Dec,East,Headphones,23806
Aug,North,Smartwatch,12940
Dec,North,Laptop,5980
Oct,North,Laptop,19375
Jul,South,Smartwatch,3726
Jan,East,Headphones,15272
Feb,West,Laptop,16980
May,East,Headphones,4131
Apr,North,Laptop,19715
Oct,East,Laptop,10666
Sep,South,Phone,5326
Nov,North,Phone,16336
Feb,East,Laptop,8962
Jul,West,Tablet,14777
Jun,East,Phone,18031
Sep,South,Headphones,5810
Jan,East,Smartwatch,4498
Oct,North,Smartwatch,9202
Jan,East,Laptop,9401
Aug,North,Headphones,14191
Jun,East,Phone,6223
Jul,North,Smartwatch,13213
Oct,South,Headphones,15697
Mar,East,Headphones,9490
Sep,East,Tablet,19807
Oct,East,Laptop,4969
Apr,West,Laptop,13135
Jul,South,Headphones,14172
Jul,West,Smartwatch,14411
Mar,North,Phone,10080
Feb,West,Tablet,12109
Nov,South,Tablet,19062
Jun,West,Smartwatch,18373
Feb,West,Headphones,16018
Jan,East,Headphones,7869
Feb,North,Tablet,6504
Apr,South,Tablet,10597
Jun,East,Tablet,16308
Feb,South,Tablet,4393
May,South,Headphones,11587
Mar,East,Headphones,3595
Dec,North,Laptop,26959
Apr,North,Smartwatch,6807
Jun,West,Smartwatch,6859
Sep,North,Smartwatch,15304
Jun,North,Tablet,14940
Mar,East,Phone,11940
Mar,South,Laptop,3173
Dec,North,Headphones,4707
Jul,West,Tablet,4627
Aug,North,Tablet,8404
Feb,East,Headphones,8204
Jan,East,Headphones,4635
Jun,North,Phone,16997
Jul,North,Headphones,17852
Jan,North,Headphones,11914
Nov,North,Phone,6355
Dec,South,Smartwatch,22531
Nov,East,Headphones,14423
Jan,West,Headphones,4464
Oct,West,Laptop,4658
Mar,South,Headphones,8423
Apr,West,Phone,8347
Jun,East,Laptop,18179
Jul,East,Tablet,15991
Sep,East,Phone,7189
Mar,North,Tablet,8684
Apr,East,Smartwatch,18688
Aug,West,Smartwatch,11566
Jan,North,Laptop,6241
Aug,East,Tablet,5764
May,North,Smartwatch,4343
Jun,North,Tablet,7596
Jun,South,Phone,16954
May,West,Headphones,9803
Sep,West,Tablet,16836
Feb,West,Phone,6126
Aug,East,Tablet,4292
Apr,North,Smartwatch,12959
Aug,North,Headphones,10809
Sep,East,Laptop,14776
Aug,East,Laptop,19680
Apr,South,Tablet,12101
Dec,North,Smartwatch,19810
Feb,North,Smartwatch,7005
Jun,West,Phone,20098
Jan,East,Phone,9740
Jun,West,Phone,17310
Oct,North,Headphones,7141
Jul,South,Tablet,6701
Jul,North,Laptop,18592
May,North,Smartwatch,17182
Mar,North,Laptop,17157
Jan,East,Phone,16532
Apr,West,Headphones,3159
Feb,South,Phone,8121
Apr,North,Headphones,4228
Nov,East,Phone,16506
Jul,East,Phone,7945
Aug,South,Tablet,10516
Dec,North,Laptop,9250
Jun,South,Laptop,18795
Sep,South,Smartwatch,20102
Sep,West,Smartwatch,13044
Nov,North,Laptop,11796
Mar,North,Tablet,8353
Dec,West,Headphones,28813
Mar,North,Tablet,4962
Jun,West,Headphones,16152
Jan,South,Phone,4453
Jan,West,Tablet,13492
Aug,East,Phone,9783
Jul,North,Smartwatch,3234
May,North,Headphones,3698
Jan,West,Laptop,11538
Sep,North,Headphones,11134
Mar,West,Smartwatch,15390
May,South,Headphones,4596
Feb,West,Tablet,7101
Sep,West,Laptop,17956
Feb,North,Smartwatch,13949
Feb,West,Laptop,4254
Jan,West,Smartwatch,11763
Feb,North,Headphones,14967
Mar,West,Headphones,18926
Aug,South,Laptop,12124
May,West,Tablet,18440
Sep,North,Phone,5610
Oct,South,Smartwatch,8209
Jun,North,Headphones,8242
Oct,East,Laptop,13893
Jun,North,Headphones,6878
Apr,West,Smartwatch,4401
Dec,South,Laptop,10821
Dec,West,Laptop,20014
Dec,South,Headphones,10299
Jun,North,Phone,9699
Sep,South,Smartwatch,20342
Jul,West,Smartwatch,11224
Jul,South,Headphones,9155
Nov,North,Headphones,10025
Aug,North,Laptop,17605
Jun,East,Headphones,17493
Mar,North,Laptop,4943
Feb,South,Headphones,3486
Dec,East,Headphones,17560
Oct,West,Laptop,4356
May,West,Headphones,16507
Nov,East,Headphones,26542
Sep,North,Tablet,18041
Dec,East,Phone,22056
Oct,North,Phone,13982
May,West,Headphones,10506
Dec,East,Tablet,6108
Apr,South,Headphones,12784
Sep,South,Phone,15436
Jan,South,Smartwatch,8045
Sep,East,Laptop,15603
Jun,East,Phone,19085
Oct,North,Smartwatch,17804
Jun,South,Phone,14895
Mar,South,Smartwatch,13071
Dec,North,Tablet,17716
Jan,North,Tablet,15646
Nov,East,Headphones,19919
Jun,North,Headphones,11952
Oct,South,Laptop,10141
Nov,North,Laptop,13751
Jul,East,Phone,3619
Mar,North,Tablet,4081
Nov,East,Smartwatch,7958
Feb,South,Smartwatch,9519
Apr,East,Laptop,15474
Apr,West,Phone,11277
Dec,North,Smartwatch,16732
Dec,South,Tablet,11950
Feb,East,Tablet,15736
Sep,North,Tablet,4615
Oct,West,Laptop,13112
Jul,East,Phone,5176
Sep,North,Laptop,13388
Apr,North,Tablet,10778
Jan,East,Tablet,14374
Apr,North,Headphones,4105
Apr,North,Phone,18417
Oct,North,Headphones,18722
Nov,North,Laptop,23236
Oct,North,Laptop,16311
Aug,North,Laptop,16795
Nov,West,Tablet,18253
Mar,East,Smartwatch,3514
Jul,East,Phone,15839
May,North,Headphones,14731
Oct,West,Phone,7416
Aug,North,Tablet,20997
Dec,South,Laptop,29481
Mar,North,Laptop,17139
Aug,East,Smartwatch,19449
Feb,North,Phone,16722
Sep,North,Smartwatch,11456
Apr,East,Smartwatch,19964
May,South,Laptop,7173
Dec,South,Smartwatch,19297
Aug,East,Smartwatch,15309
Apr,East,Tablet,13179
Dec,West,Tablet,23560
Sep,North,Smartwatch,6323
May,North,Tablet,20568
Sep,South,Tablet,11235
Jun,West,Smartwatch,6278
Aug,North,Tablet,16041
Oct,South,Tablet,18649
Sep,North,Tablet,7206
