month,region,product,sales
2023-03,West,Tablet,4477
2024-03,North,Tablet,4010
2023-05,South,Tablet,552
2024-11,South,Laptop,4242
2023-12,West,Smartphone,1711
2024-08,South,Headphones,3267
2023-05,North,Headphones,2178
2023-03,West,Headphones,2681
2023-09,South,Smartphone,2164
2023-09,South,Tablet,1358
2023-07,East,Tablet,4587
2023-02,East,Smartwatch,453
2024-11,West,Headphones,4500
2024-11,East,Headphones,3736
2024-09,North,Tablet,1663
2024-04,South,Headphones,811
2023-09,South,Tablet,3602
2024-01,South,Tablet,2832
2024-07,West,Tablet,4981
2024-08,West,Laptop,956
2024-05,East,Laptop,4372
2023-06,South,Laptop,1529
2023-04,South,Laptop,2592
2023-01,South,Smartphone,3298
2024-06,South,Smartwatch,3520
2024-07,South,Smartwatch,2168
2023-09,North,Tablet,4906
2024-01,South,Headphones,3591
2023-08,North,Laptop,251
2024-11,South,Smartwatch,3331
2024-01,West,Smartwatch,3006
2024-03,West,Laptop,3651
2023-11,North,Smartphone,1566
2023-12,South,Smartphone,4291
2024-02,West,Smartwatch,3523
2023-04,West,Smartphone,4157
2023-01,South,Laptop,3025
2024-12,South,Smartwatch,3765
2023-04,West,Laptop,4835
2024-07,South,Smartphone,3530
2023-09,East,Laptop,1256
2023-10,South,Smartphone,4307
2023-04,West,Smartphone,3508
2024-08,West,Laptop,1261
2023-09,North,Smartphone,1359
2024-01,East,Tablet,4190
2023-12,West,Laptop,2941
2023-11,East,Tablet,3302
2023-12,South,Laptop,3081
2024-06,West,Smartphone,3654
2023-12,North,Smartphone,3572
2024-04,West,Smartwatch,1324
2023-05,North,Smartwatch,4487
2024-08,East,Tablet,2489
2023-12,North,Smartphone,1114
2024-09,South,Smartwatch,4780
2023-11,South,Smartphone,2126
2023-09,South,Laptop,3813
2024-06,West,Smartwatch,1592
2023-03,South,Tablet,4222
2024-08,South,Smartwatch,1800
2024-05,West,Smartphone,554
2024-02,East,Headphones,1017
2023-01,South,Headphones,113
2024-05,South,Smartphone,4474
2023-08,West,Laptop,589
2023-05,East,Smartwatch,1084
2023-05,East,Headphones,1060
2023-09,East,Laptop,1882
2023-03,West,Smartphone,1969
2024-07,North,Laptop,3404
2024-11,North,Smartphone,2744
2023-09,South,Smartwatch,4445
2024-10,South,Laptop,4935
2024-06,South,Smartwatch,3768
2024-04,North,Laptop,4501
2023-01,West,Smartphone,1925
2023-02,South,Smartphone,3407
2024-02,West,Laptop,3462
2024-02,South,Smartphone,3210
2023-01,West,Tablet,2865
2024-04,West,Tablet,4378
2024-03,North,Smartwatch,3870
2024-03,West,Tablet,2792
2023-12,East,Tablet,129
2024-04,North,Headphones,866
2024-02,South,Headphones,714
2024-12,North,Headphones,1104
2024-03,East,Headphones,2221
2024-11,East,Smartphone,3226
2024-03,West,Smartwatch,3109
2024-07,East,Smartwatch,3919
2023-08,East,Tablet,123
2023-02,East,Smartwatch,4159
2023-02,East,Tablet,3193
2023-10,South,Smartwatch,3010
2023-03,South,Laptop,2070
2024-11,North,Laptop,1638
2024-05,West,Smartwatch,3241
2023-08,South,Smartphone,4867
2024-11,East,Tablet,4069
2023-04,West,Smartwatch,3024
2024-02,South,Tablet,670
2024-09,North,Headphones,4959
2023-10,East,Smartwatch,1342
2023-01,West,Smartphone,812
2023-04,South,Headphones,4962
2023-01,West,Smartwatch,1393
2024-05,South,Laptop,2966
2024-05,North,Smartwatch,1774
2023-07,East,Laptop,3763
2024-11,North,Laptop,1459
2024-08,East,Smartwatch,735
2024-03,East,Smartwatch,1309
2024-01,West,Laptop,2712
2023-02,South,Tablet,1397
2024-07,North,Headphones,457
2024-12,North,Smartphone,340
2024-01,North,Smartwatch,2704
2024-12,West,Headphones,4164
2023-11,West,Headphones,1926
2024-10,West,Tablet,3658
2024-03,East,Headphones,3960
2023-10,North,Smartwatch,4351
2023-09,East,Headphones,4547
2023-09,North,Smartwatch,4239
2024-08,North,Smartwatch,237
2023-01,South,Laptop,3834
2024-05,North,Tablet,2067
2023-12,West,Smartphone,4949
2023-10,West,Laptop,242
2023-05,West,Smartphone,3733
2024-06,South,Smartwatch,2659
2024-03,South,Laptop,4257
2023-06,East,Headphones,2119
2023-07,North,Headphones,2949
2024-05,North,Smartphone,1292
2023-06,West,Smartwatch,2413
2023-08,West,Smartphone,2455
2023-12,West,Tablet,2606
2024-09,West,Headphones,433
2024-02,West,Laptop,2662
2023-12,West,Laptop,2820
2024-11,North,Laptop,2538
2023-10,South,Headphones,1895
2024-10,West,Smartwatch,353
2024-08,North,Headphones,3757
2024-03,West,Headphones,1523
2023-07,East,Laptop,3337
2023-09,East,Headphones,3431
2023-10,North,Laptop,1127
2023-10,South,Smartwatch,2266
2024-04,East,Tablet,4094
2023-07,East,Laptop,569
2023-05,South,Smartphone,1193
2024-11,East,Tablet,4889
2023-03,West,Smartwatch,3012
2024-06,South,Tablet,280
2023-11,East,Laptop,4167
2024-03,South,Smartwatch,3176
2024-09,West,Smartphone,1320
2024-08,East,Laptop,4242
2023-05,North,Laptop,3723
2024-12,East,Smartwatch,4829
2023-12,East,Smartwatch,1663
2023-04,West,Tablet,4784
2024-03,North,Smartphone,3732
2023-09,North,Tablet,2457
2023-07,North,Tablet,1662
2023-10,West,Laptop,1513
2024-11,West,Smartwatch,2606
2024-01,West,Laptop,4928
2023-08,West,Smartphone,1117
2023-12,West,Tablet,3754
2024-10,North,Smartphone,857
2024-12,South,Smartwatch,3879
2024-07,West,Smartwatch,720
2023-01,South,Headphones,1988
2024-04,East,Smartphone,3684
2024-10,East,Laptop,281
2024-05,West,Smartphone,2828
2024-06,East,Tablet,2395
2023-11,South,Smartwatch,2767
2024-06,East,Smartwatch,1899
2023-07,East,Smartphone,1599
2024-06,South,Smartphone,1084
2023-08,East,Smartphone,3653
2023-06,West,Tablet,2464
2023-07,South,Tablet,3405
2024-11,South,Laptop,2315
2024-10,North,Smartphone,2890
2023-10,North,Laptop,225
2023-11,South,Headphones,2720
2024-01,South,Tablet,4315
2023-09,North,Smartwatch,1551
2023-07,West,Headphones,1108
2023-09,East,Smartwatch,1313
2024-01,East,Headphones,3804
2023-03,East,Laptop,3230
2023-03,South,Laptop,796
2023-01,West,Tablet,2370
2024-09,North,Smartwatch,1615
2024-08,West,Headphones,1134
2023-02,West,Smartphone,2940
2023-03,East,Smartphone,1635
2024-03,North,Tablet,913
2024-12,West,Smartwatch,409
2023-06,North,Smartphone,1111
2024-01,South,Tablet,1118
2024-09,East,Tablet,3511
2023-01,North,Smartwatch,3818
2024-08,South,Smartphone,3910
2024-07,South,Smartphone,2144
2023-01,South,Smartphone,1216
2024-09,West,Laptop,4823
2024-10,West,Smartphone,1256
2023-02,East,Headphones,1088
2024-03,East,Laptop,2566
2024-02,South,Laptop,1928
2024-07,East,Laptop,2177
2023-11,West,Laptop,2445
2024-03,East,Tablet,1184
2023-06,North,Headphones,2605
2024-08,West,Smartwatch,4144
2023-09,South,Smartphone,2451
2023-05,South,Laptop,3105
2024-08,East,Smartwatch,4535
2023-02,West,Tablet,2595
2023-06,South,Smartwatch,176
2024-06,South,Laptop,2662
2024-11,West,Headphones,1672
2024-07,West,Smartwatch,4287
2023-09,South,Laptop,4661
2024-09,East,Laptop,3770
2024-12,East,Smartphone,3211
2023-06,East,Smartphone,2837
2024-02,North,Headphones,1452
2024-12,West,Smartphone,1046
2024-01,South,Headphones,4749
2023-11,North,Tablet,3968
2023-12,East,Tablet,3237
2024-07,North,Smartphone,3586
2024-07,South,Tablet,4287
2024-09,South,Smartwatch,1102
2024-07,West,Smartwatch,4563
2024-12,East,Smartwatch,919
2024-01,East,Tablet,522
2024-02,North,Smartwatch,671
2024-12,East,Headphones,3009
2024-06,North,Laptop,4630
2023-12,South,Smartphone,1523
2023-04,South,Headphones,1733
2023-10,South,Smartwatch,1853
2024-05,South,Laptop,567
2023-04,South,Smartphone,4987
2023-12,North,Headphones,3022
2024-01,South,Smartphone,2403
2023-04,North,Tablet,1806
2023-10,South,Smartwatch,172
2023-03,North,Headphones,246
2024-03,North,Headphones,416
2023-02,North,Laptop,705
2024-05,East,Laptop,674
2023-06,North,Laptop,1277
2023-08,North,Smartphone,3426
2023-03,South,Smartwatch,3522
2024-06,North,Smartphone,2694
2024-10,North,Smartwatch,2982
2023-01,West,Headphones,411
2024-04,East,Smartphone,2955
2023-07,West,Smartphone,864
2023-03,South,Smartphone,3095
2024-11,East,Tablet,3300
2023-04,East,Smartwatch,535
2023-09,West,Smartwatch,3451
2023-05,East,Smartphone,4553
2024-07,West,Tablet,3077
2024-03,North,Smartphone,3030
2023-08,West,Smartwatch,2399
2023-06,East,Headphones,234
2024-06,East,Tablet,4014
2024-07,South,Tablet,4718
2024-12,South,Smartphone,903
2024-03,South,Headphones,2807
2023-07,South,Smartwatch,2466
2023-10,East,Laptop,4275
2023-06,South,Smartwatch,3362
2024-02,West,Smartwatch,1576
2024-05,North,Headphones,3515
2023-09,East,Tablet,2561
2024-07,South,Smartwatch,4042
2023-05,East,Tablet,2140
2024-11,South,Headphones,4563
2023-07,East,Headphones,1106
2024-07,South,Smartphone,1092
2024-08,North,Laptop,4791
2023-07,South,Headphones,1996
2024-12,West,Headphones,3165
2023-02,East,Tablet,2848
2024-11,East,Headphones,2761
2024-04,West,Smartwatch,3078
2024-01,West,Smartphone,1923
2023-08,North,Smartphone,3507
2023-06,East,Smartwatch,4606
2023-06,North,Headphones,4582
2023-09,East,Laptop,1848
2023-04,East,Headphones,2761
2023-11,North,Smartphone,118
2023-05,East,Laptop,3458
2024-05,East,Tablet,375
2024-08,North,Tablet,4178
2023-07,South,Headphones,4854
2024-03,North,Headphones,3045
2024-03,East,Laptop,4747
2024-02,West,Laptop,4874
2024-01,South,Headphones,4798
2023-11,West,Smartphone,464
2024-01,South,Tablet,2073
2024-10,West,Laptop,894
2024-12,South,Smartphone,689
2023-09,North,Headphones,4394
2023-10,South,Smartwatch,4413
2023-04,South,Laptop,840
2024-05,South,Smartwatch,4845
2024-02,East,Smartphone,2294
2024-12,West,Tablet,769
2024-06,North,Smartphone,1537
2023-11,West,Tablet,4860
2024-04,West,Smartphone,955
2023-01,North,Laptop,2477
2023-07,East,Laptop,4133
2023-10,South,Smartwatch,1993
2023-09,East,Smartphone,1286
2023-03,East,Smartphone,1942
2024-10,South,Smartwatch,426
2024-11,West,Headphones,3326
2024-02,South,Smartphone,2500
2024-03,North,Smartphone,4378
2023-02,South,Smartphone,4650
2024-12,West,Headphones,4201
2024-02,East,Laptop,4115
2024-04,East,Smartwatch,4406
2023-07,South,Headphones,150
2023-04,North,Tablet,1568
2024-06,West,Tablet,1109
2024-12,East,Headphones,4572
2023-05,South,Headphones,3657
2023-06,North,Laptop,1174
2023-07,North,Tablet,253
2024-03,East,Smartwatch,681
2023-01,East,Smartphone,887
2024-12,West,Smartphone,4986
2023-04,North,Laptop,3481
2023-01,West,Laptop,2367
2023-11,North,Tablet,4358
2024-06,North,Smartwatch,1070
2024-02,South,Smartwatch,747
2024-10,East,Headphones,1045
2023-11,North,Laptop,4884
2023-10,West,Smartphone,1595
2024-05,East,Smartphone,2147
2023-04,West,Tablet,1272
2024-12,East,Smartphone,4318
2024-03,East,Smartwatch,4999
2024-04,North,Smartwatch,2986
2024-09,South,Laptop,4258
2024-01,North,Tablet,832
2023-09,East,Smartphone,3187
2023-11,North,Laptop,3561
2023-11,North,Headphones,1757
2023-06,East,Headphones,578
2023-01,East,Smartphone,1237
2024-10,North,Smartphone,4053
2023-06,North,Smartphone,1076
2024-01,North,Smartwatch,336
2024-10,West,Smartphone,2623
2024-12,North,Headphones,4143
2024-10,West,Smartphone,697
2023-05,South,Tablet,1802
2024-03,West,Headphones,2276
2024-06,North,Tablet,2657
2024-08,South,Headphones,264
2024-02,West,Laptop,2424
2024-03,West,Headphones,3139
2023-05,East,Headphones,669
2023-04,South,Tablet,3428
2023-02,East,Tablet,240
2023-07,South,Headphones,785
2023-10,West,Headphones,786
2024-04,East,Smartwatch,3380
2023-10,North,Laptop,2863
2024-06,West,Laptop,3690
2024-05,South,Smartphone,2138
2024-09,South,Headphones,1174
2024-01,East,Headphones,2325
2023-01,East,Headphones,1441
2023-01,South,Headphones,1789
2024-03,West,Laptop,3110
2023-01,East,Tablet,463
2023-06,North,Smartwatch,1167
2024-01,South,Tablet,2740
2023-01,North,Tablet,3849
2023-05,South,Laptop,2130
2023-09,North,Smartwatch,717
2024-05,West,Headphones,4554
2024-04,South,Laptop,3246
2023-08,West,Laptop,2082
2024-05,East,Smartwatch,293
2024-03,South,Smartphone,4558
2024-12,West,Laptop,1219
2023-01,North,Tablet,4302
2023-12,West,Tablet,626
2023-05,South,Headphones,2052
2024-12,West,Laptop,4979
2023-06,North,Headphones,1882
2023-01,North,Laptop,2773
2023-01,North,Smartwatch,2497
2023-10,East,Laptop,3824
2023-10,South,Smartphone,2689
2023-03,North,Tablet,3626
2024-05,East,Smartwatch,3949
2024-07,North,Tablet,1734
2023-11,West,Headphones,3109
2024-06,South,Smartwatch,193
2023-02,West,Smartphone,3894
2023-09,East,Tablet,3466
2024-12,West,Laptop,3046
2024-05,West,Laptop,188
2024-02,North,Laptop,2650
2023-04,West,Smartwatch,2914
2024-05,North,Smartphone,1545
2024-05,North,Smartphone,4721
2023-12,South,Smartphone,1930
2024-08,East,Tablet,2841
2024-06,East,Smartwatch,654
2023-03,East,Laptop,3864
2023-11,North,Tablet,2534
2024-06,East,Smartphone,780
2023-04,North,Laptop,1731
2024-05,South,Smartwatch,302
2024-06,East,Headphones,4642
2023-05,North,Smartphone,4018
2024-02,East,Smartphone,3239
2023-10,East,Smartphone,4973
2024-03,South,Smartphone,2325
2023-01,West,Laptop,1786
2024-04,East,Smartwatch,928
2023-11,South,Tablet,4754
2024-11,East,Laptop,2122
2024-08,East,Smartwatch,202
2023-06,East,Tablet,1657
2024-12,East,Smartphone,4311
2024-10,West,Smartwatch,4187
2024-04,West,Smartphone,2611
2023-02,East,Smartwatch,203
2023-01,East,Headphones,3538
2024-12,South,Smartphone,2957
2024-12,South,Smartphone,906
2023-09,North,Smartphone,4755
2024-10,West,Laptop,2174
2023-12,East,Tablet,626
2024-05,West,Smartphone,3536
2024-03,South,Smartphone,397
2024-07,West,Laptop,4972
2024-10,West,Laptop,460
2023-10,East,Headphones,3817
2023-12,East,Smartwatch,4699
2024-02,South,Smartphone,2076
2023-09,East,Smartwatch,2177
2024-01,South,Laptop,3511
2023-03,South,Laptop,2273
2024-09,North,Headphones,4791
2024-02,North,Tablet,1689
2024-09,North,Laptop,1489
2023-10,West,Smartphone,3614
2024-04,North,Headphones,362
2023-07,East,Tablet,3083
2023-04,East,Headphones,3019
2024-08,North,Laptop,1963
2024-11,West,Tablet,101
2023-11,South,Smartwatch,2033
2024-04,West,Tablet,493
2024-08,West,Smartphone,405
2023-04,South,Smartwatch,629
2024-10,South,Smartwatch,4723
2024-10,South,Smartphone,3479
2024-11,East,Smartwatch,1064
2024-05,South,Laptop,4119
2024-01,South,Tablet,770
2023-11,West,Tablet,4168
2023-03,West,Smartphone,2352
2023-09,North,Laptop,2772
2023-06,West,Smartwatch,1813
2024-10,South,Tablet,4144
2024-09,East,Tablet,4916
2023-11,West,Tablet,735
2024-04,West,Tablet,3599
2024-07,South,Headphones,4752
2023-05,West,Smartphone,1217
2024-02,West,Smartwatch,2254
2024-05,South,Smartwatch,4323
2023-03,West,Smartphone,137
2023-04,East,Laptop,1732
2024-04,North,Smartphone,4393
2024-04,West,Tablet,3875
2024-09,East,Tablet,2154
2023-04,West,Smartphone,4185
2024-07,North,Smartphone,3503
2024-05,South,Smartwatch,618
2024-01,North,Smartwatch,2341
2024-10,West,Headphones,2463
2024-11,North,Headphones,1141
2024-12,North,Tablet,4815
2023-01,South,Headphones,1494
2023-12,West,Headphones,2969
2023-04,North,Laptop,3776
2023-11,North,Smartphone,3821
2023-05,South,Smartwatch,3872
2023-02,East,Headphones,334
2024-05,West,Smartwatch,3240
2023-08,East,Headphones,546
2023-06,East,Headphones,4805
2024-09,South,Tablet,107
2023-09,South,Laptop,4657
2024-01,West,Smartphone,1099
2023-11,East,Smartphone,1434
2024-04,North,Tablet,233
2024-04,East,Tablet,2532
2023-02,South,Smartphone,155
2023-10,North,Smartphone,3285
2023-12,North,Laptop,1211
2023-08,South,Headphones,3279
2023-11,North,Laptop,1623
2023-10,East,Smartphone,243
2024-01,South,Headphones,3016
2024-05,West,Smartphone,2203
2023-07,South,Laptop,719
2024-12,West,Laptop,1986
2023-03,West,Laptop,2120
2024-08,South,Headphones,1508
2024-01,South,Smartwatch,3021
2024-07,West,Smartwatch,4834
2023-07,West,Smartphone,3473
2023-09,North,Headphones,3576
2024-07,South,Tablet,936
2024-01,South,Smartwatch,4002
2024-10,North,Headphones,1685
2023-08,South,Headphones,4975
2024-10,North,Smartwatch,936
2024-06,North,Headphones,2657
2024-11,South,Headphones,2959
2023-02,East,Smartwatch,4460
2024-06,West,Laptop,1497
2024-06,South,Smartphone,3922
2023-11,East,Tablet,4497
2023-01,North,Smartphone,3530
2024-02,East,Laptop,904
2024-04,South,Laptop,1175
2023-11,South,Headphones,4294
2023-01,East,Smartphone,2740
2023-07,South,Laptop,3184
2024-04,West,Smartphone,1513
2024-02,East,Laptop,4552
2024-03,North,Tablet,1763
2024-02,East,Laptop,3075
2024-09,East,Smartphone,4206
2023-11,East,Headphones,4276
2024-04,East,Smartphone,2153
2024-07,North,Smartwatch,2520
2024-05,North,Smartphone,2628
2023-06,North,Tablet,4417
2023-11,East,Tablet,2040
2024-05,West,Tablet,3252
2023-09,West,Laptop,2046
2024-06,North,Tablet,614
2024-05,West,Smartphone,320
2023-12,West,Headphones,327
2024-11,West,Tablet,2437
2024-10,West,Smartphone,4488
2024-10,West,Laptop,3364
2023-05,South,Laptop,1055
2023-11,North,Headphones,1597
2023-04,East,Headphones,1380
2023-04,West,Smartphone,2078
2023-03,South,Headphones,1629
2024-12,East,Headphones,4583
2024-11,South,Laptop,2762
2024-05,West,Smartphone,2513
2023-07,West,Headphones,2805
2023-04,West,Smartphone,3635
2024-11,West,Tablet,4384
2024-01,East,Laptop,1017
2023-12,East,Laptop,1301
2023-01,South,Laptop,2522
2024-09,North,Smartwatch,1721
2024-07,West,Smartphone,859
2024-09,South,Tablet,4389
2024-08,South,Headphones,1588
2024-06,South,Tablet,4358
2023-11,West,Smartphone,4471
2024-08,West,Laptop,4559
2023-03,South,Smartwatch,1765
2024-05,West,Smartphone,2102
2023-12,South,Smartphone,559
2023-10,East,Headphones,3121
2023-08,West,Tablet,2390
2024-03,East,Tablet,1465
2023-05,North,Headphones,3301
2023-04,West,Smartwatch,4852
2024-09,North,Laptop,1483
2024-08,South,Laptop,2235
2024-07,West,Smartwatch,4937
2024-09,West,Headphones,3132
2023-04,West,Smartphone,3809
2024-03,North,Tablet,1621
2024-05,North,Smartphone,1723
2023-12,South,Tablet,781
2023-03,East,Smartphone,3234
2023-10,East,Headphones,3361
2024-03,North,Headphones,4796
2023-10,West,Smartwatch,3519
2024-12,East,Smartphone,1967
2024-11,East,Smartphone,3709
2024-06,North,Smartwatch,1299
2023-01,South,Smartwatch,2923
2023-03,North,Headphones,3048
2024-09,North,Headphones,4078
2023-12,West,Smartphone,3725
2023-01,North,Headphones,4678
2023-03,West,Headphones,268
2023-03,South,Smartphone,2121
2023-05,West,Smartwatch,2294
2024-07,South,Smartphone,538
2023-01,South,Laptop,3360
2023-04,South,Smartphone,4355
2023-04,North,Laptop,2549
2024-05,West,Smartphone,4781
2024-02,East,Laptop,963
2024-06,North,Laptop,239
2023-01,South,Smartphone,4523
2024-10,East,Headphones,324
2024-04,North,Tablet,657
2023-03,East,Headphones,1673
2024-11,South,Laptop,485
2024-09,East,Smartphone,620
2023-09,East,Smartphone,4072
2024-11,South,Smartphone,2934
2023-04,East,Smartphone,3242
2024-09,North,Tablet,1933
2023-05,East,Smartwatch,4642
2023-11,West,Laptop,3261
2024-09,North,Tablet,3601
2023-09,East,Headphones,4302
2023-03,West,Smartwatch,1599
2023-06,West,Smartwatch,3063
2024-12,West,Smartphone,1577
2023-11,East,Tablet,1003
2023-09,South,Headphones,1731
2024-03,West,Smartphone,4086
2024-11,South,Smartphone,1270
2023-03,North,Laptop,2427
2023-01,South,Smartwatch,4219
2024-08,South,Headphones,1844
2024-10,South,Smartwatch,2139
2024-07,South,Tablet,219
2024-02,South,Laptop,3957
2024-05,North,Smartphone,1775
2024-10,North,Laptop,1420
2024-02,South,Smartphone,1115
2024-05,South,Laptop,4643
2024-02,West,Smartphone,1843
2023-12,North,Smartwatch,2042
2024-04,East,Smartwatch,3641
2023-01,North,Smartwatch,1546
2024-01,East,Smartwatch,3716
2023-06,West,Laptop,3994
2024-05,South,Smartphone,1824
2023-12,West,Smartwatch,2372
2024-11,South,Laptop,4162
2024-07,North,Smartphone,4381
2023-06,South,Laptop,171
2023-07,East,Smartwatch,4269
2023-01,East,Tablet,2300
2023-01,West,Laptop,2243
2023-05,North,Smartwatch,3857
2023-06,East,Headphones,3281
2024-04,West,Smartphone,1581
2024-04,North,Smartwatch,2975
2024-02,North,Headphones,4960
2023-01,West,Laptop,4179
2024-01,East,Laptop,1196
2024-08,East,Headphones,4407
2023-10,West,Headphones,823
2024-12,East,Smartphone,3339
2023-10,West,Laptop,2478
2023-09,East,Headphones,4946
2024-01,East,Tablet,3314
2023-03,West,Tablet,2971
2024-06,West,Headphones,4589
2024-08,East,Smartphone,4707
2023-02,West,Laptop,4881
2024-05,East,Tablet,4019
2024-07,South,Headphones,1820
2024-11,North,Headphones,3499
2024-01,North,Smartwatch,1957
2024-01,East,Headphones,2865
2023-01,North,Smartphone,2496
2023-02,East,Tablet,3864
2023-01,West,Smartwatch,4121
2024-12,South,Tablet,3986
2023-05,North,Tablet,2662
2024-12,North,Smartphone,2546
2023-03,West,Headphones,3767
2023-07,South,Smartphone,2361
2024-12,South,Headphones,3717
2024-10,South,Smartwatch,1412
2024-01,West,Smartphone,1964
2024-11,North,Smartphone,2405
2024-06,North,Laptop,1907
2024-12,South,Smartphone,2841
2024-09,West,Laptop,3436
2023-07,West,Headphones,1097
2023-01,West,Headphones,2419
2023-05,South,Headphones,3307
2024-05,West,Laptop,698
2023-08,South,Headphones,1183
2024-03,South,Tablet,3681
2024-08,South,Smartphone,3186
2023-04,East,Laptop,2402
2023-02,South,Headphones,2884
2023-05,West,Tablet,821
2023-01,East,Smartphone,1254
2023-05,North,Smartphone,116
2023-06,North,Headphones,1091
2023-02,West,Tablet,2332
2023-01,West,Laptop,3562
2023-04,West,Headphones,1546
2023-07,West,Smartphone,1565
2024-10,East,Smartphone,3867
2023-01,West,Smartphone,3727
2023-01,South,Headphones,3183
2023-08,North,Smartwatch,1643
2024-08,West,Smartwatch,179
2024-04,South,Smartwatch,3387
2024-09,West,Tablet,1371
2024-01,South,Headphones,1664
2024-11,East,Smartphone,1813
2024-12,North,Tablet,1109
2024-11,North,Smartwatch,872
2024-06,East,Laptop,582
2024-08,South,Tablet,2492
2023-10,West,Tablet,3279
2023-12,South,Headphones,1681
2023-01,North,Tablet,2621
2023-10,East,Headphones,1205
2023-09,East,Laptop,3809
2023-03,South,Smartphone,3461
2024-07,South,Smartphone,4370
2023-09,East,Smartwatch,941
2023-10,North,Smartwatch,3634
2024-07,West,Laptop,1972
2024-04,West,Smartphone,3605
2024-12,South,Smartwatch,3420
2024-06,East,Tablet,2828
2024-02,East,Headphones,1054
2023-03,East,Smartwatch,1695
2023-02,North,Laptop,2388
2023-01,South,Smartphone,4535
2024-06,South,Laptop,843
2024-12,South,Headphones,1594
2023-09,North,Headphones,3446
2024-01,South,Laptop,4210
2023-02,West,Smartwatch,2088
2023-07,South,Smartwatch,307
2024-04,South,Smartphone,1183
2024-09,South,Smartphone,2512
2024-07,North,Tablet,3411
2024-03,West,Tablet,4110
2024-10,West,Smartphone,496
2023-11,East,Tablet,2057
2023-01,East,Laptop,4989
2024-09,West,Smartwatch,308
2023-07,South,Tablet,532
2024-08,South,Tablet,2756
2023-08,South,Laptop,2536
2023-10,North,Headphones,4778
2023-05,South,Smartphone,4627
2023-09,North,Laptop,4546
2023-01,West,Headphones,233
2023-02,South,Laptop,738
2024-07,South,Smartwatch,1328
2024-02,East,Laptop,3469
2024-08,West,Laptop,4312
2023-10,South,Smartwatch,4119
2023-09,North,Smartphone,1390
2023-10,West,Headphones,2296
2023-06,East,Tablet,1803
2024-05,West,Smartphone,2326
2023-06,North,Laptop,2295
2023-04,East,Tablet,4660
2024-08,North,Smartwatch,1075
2023-03,West,Smartphone,1128
2024-11,East,Headphones,625
2024-07,North,Smartphone,2427
2024-06,West,Smartphone,2646
2024-12,North,Tablet,935
2023-04,South,Smartwatch,2583
2023-08,West,Smartwatch,2963
2024-05,East,Smartphone,2834
2023-05,East,Smartwatch,1638
2024-01,South,Tablet,2010
2023-01,North,Tablet,4149
2024-01,North,Headphones,2742
2023-04,East,Smartwatch,1403
2024-10,North,Headphones,231
2024-12,West,Laptop,492
2024-02,West,Tablet,4676
2023-03,East,Smartphone,3684
2023-05,West,Tablet,2775
2023-07,East,Laptop,2566
