month,region,product,sales
Dec,South,Phone,13378
Jul,East,Phone,7146
Sep,South,Tablet,15898
Jun,South,Phone,11559
Jan,West,Phone,6168
Jun,East,Headphones,15237
Jan,West,Laptop,7821
Dec,West,Laptop,12333
Apr,South,Laptop,12183
Apr,South,Tablet,9966
Aug,West,Headphones,7838
Dec,South,Phone,19311
Jan,West,Tablet,13380
Oct,East,Phone,14318
Oct,North,Phone,7005
Sep,West,Laptop,5130
Oct,South,Laptop,16849
Jun,West,Laptop,11444
May,North,Headphones,7423
May,South,Laptop,14160
Mar,West,Phone,4445
Mar,North,Phone,5456
Dec,North,Tablet,7711
Apr,North,Headphones,14151
Oct,South,Headphones,11380
Jul,West,Laptop,10421
May,East,Phone,10148
Jun,North,Headphones,6433
Apr,East,Phone,9905
Mar,South,Headphones,13307
Aug,North,Laptop,7991
Aug,West,Tablet,12691
Nov,West,Headphones,17716
Feb,East,Headphones,10846
Jan,North,Tablet,13221
May,West,Tablet,8962
Aug,South,Tablet,11259
Dec,East,Phone,20607
Feb,East,Tablet,11974
Oct,West,Laptop,15380
Feb,East,Laptop,5927
Apr,South,Laptop,8745
Nov,North,Headphones,14292
Sep,North,Laptop,15400
Apr,South,Laptop,5504
Aug,West,Tablet,4328
Apr,South,Laptop,5143
Aug,East,Phone,6762
Jul,North,Tablet,5914
Sep,South,Laptop,12965
Sep,South,Laptop,4067
Mar,North,Headphones,3225
Sep,East,Headphones,8096
Jul,West,Phone,5782
Apr,East,Phone,8486
May,North,Tablet,7865
Sep,West,Tablet,9446
Apr,North,Tablet,4167
Sep,East,Laptop,11946
Oct,South,Tablet,11449
Oct,North,Tablet,10000
Nov,East,Phone,10592
Dec,North,Phone,5929
Dec,North,Laptop,21739
Jul,South,Laptop,4191
Oct,North,Phone,11925
Oct,South,Laptop,11006
May,South,Tablet,15656
Jan,South,Headphones,11584
Jul,North,Laptop,12347
Apr,South,Headphones,6486
Mar,North,Headphones,7885
Jul,East,Phone,8977
Mar,East,Phone,13978
Feb,West,Phone,10432
Apr,West,Headphones,12086
Sep,East,Laptop,10483
Dec,South,Laptop,6321
Dec,North,Laptop,5734
Jan,South,Laptop,2819
Oct,West,Laptop,11179
May,West,Phone,15199
Nov,West,Laptop,16796
Mar,West,Laptop,8730
Sep,North,Phone,7134
Jan,North,Phone,9947
Mar,West,Tablet,10564
Nov,West,Phone,18866
Aug,South,Headphones,11103
Dec,North,Headphones,18505
Dec,West,Phone,10078
Oct,West,Phone,4246
Dec,North,Laptop,11752
Nov,South,Tablet,13921
Sep,North,Laptop,11980
Dec,West,Laptop,21222
Mar,North,Phone,8277
Mar,West,Laptop,4596
Sep,South,Phone,6458
Feb,East,Laptop,6905
Jul,West,Laptop,14328
Feb,West,Tablet,8881
Sep,South,Tablet,10931
Jan,North,Laptop,4169
Sep,East,Tablet,3722
May,West,Tablet,5250
May,East,Laptop,9438
Mar,North,Tablet,9633
May,North,Phone,7536
Jan,North,Phone,8640
Jan,East,Laptop,3344
Apr,South,Laptop,7976
Aug,West,Phone,6739
Aug,East,Phone,3411
Feb,South,Phone,3204
Nov,South,Headphones,17787
Jun,West,Laptop,15651
Nov,North,Laptop,10420
Jul,East,Laptop,9996
Feb,East,Tablet,11340
Jun,West,Headphones,10869
Jun,South,Phone,12118
Nov,East,Tablet,17832
Apr,North,Phone,10648
Aug,East,Headphones,8018
Jul,South,Tablet,13320
May,North,Headphones,3293
Aug,North,Phone,6123
Dec,West,Headphones,10746
Feb,South,Laptop,7283
Nov,East,Headphones,6623
Sep,East,Tablet,10161
Nov,South,Headphones,14427
Apr,West,Headphones,12911
Sep,East,Headphones,6892
Nov,North,Headphones,17767
Oct,East,Tablet,13147
May,South,Headphones,8165
Jun,North,Phone,10313
Dec,South,Phone,8389
Jan,South,Phone,9216
Oct,North,Tablet,9888
Jun,East,Headphones,10442
Nov,East,Headphones,8969
Jan,South,Headphones,11922
Jan,East,Laptop,7929
Aug,South,Phone,11707
Aug,South,Laptop,10299
Nov,West,Tablet,10970
Mar,East,Tablet,5507
Nov,East,Headphones,15082
Feb,South,Phone,8399
Mar,East,Headphones,10594
Jul,North,Headphones,11905
Jul,North,Laptop,9229
Oct,South,Headphones,9158
Jan,North,Headphones,8251
Apr,South,Tablet,3232
Feb,East,Headphones,6125
Jun,South,Tablet,12037
Aug,North,Headphones,10224
Oct,North,Laptop,6886
Oct,West,Phone,17647
Aug,East,Laptop,7152
Sep,North,Laptop,15291
May,South,Phone,9053
Apr,South,Tablet,6517
Aug,East,Laptop,12005
Aug,North,Headphones,12716
Jun,South,Headphones,12314
Jun,South,Laptop,6106
Jun,East,Phone,9416
Feb,East,Tablet,7918
Dec,North,Phone,18499
Apr,East,Headphones,3224
Apr,North,Headphones,5048
Oct,South,Headphones,15318
May,South,Tablet,10487
Nov,East,Laptop,16325
Feb,West,Phone,2771
Jul,South,Headphones,10041
Aug,South,Headphones,12087
May,North,Laptop,6115
Nov,East,Headphones,17860
Mar,South,Tablet,10434
May,South,Headphones,3396
Feb,South,Laptop,9831
Nov,North,Phone,7607
Mar,East,Laptop,7994
Jun,West,Headphones,9314
Aug,East,Laptop,13066
Dec,South,Tablet,11730
May,North,Tablet,11073
Oct,South,Headphones,4320
Oct,North,Phone,16242
Aug,East,Headphones,15528
Mar,North,Phone,8534
Jul,East,Tablet,12184
Sep,North,Laptop,15670
Jul,South,Phone,6687
Aug,East,Tablet,5218
Jun,South,Tablet,4622
Aug,South,Headphones,11200
Jan,West,Phone,11201
Nov,West,Laptop,18615
Sep,North,Laptop,4345
Jan,South,Headphones,5080
Feb,South,Laptop,4135
Jan,South,Phone,8125
Apr,North,Headphones,10863
Aug,North,Laptop,5639
Dec,North,Phone,4641
Mar,East,Headphones,3603
Nov,East,Laptop,11851
Nov,South,Phone,19049
Jun,South,Headphones,10082
Oct,South,Tablet,6531
Oct,North,Headphones,17036
Feb,North,Laptop,9171
Aug,West,Tablet,6857
Dec,West,Headphones,21190
May,West,Tablet,6485
Jan,West,Tablet,13176
Sep,South,Tablet,11215
Aug,North,Phone,5031
May,North,Phone,4877
Apr,South,Tablet,5872
Jan,East,Phone,6895
Mar,West,Tablet,5422
Sep,North,Laptop,12532
Apr,North,Laptop,10970
Apr,North,Phone,13314
Jun,South,Tablet,15920
Nov,South,Tablet,8910
Nov,East,Headphones,5676
Aug,North,Tablet,8713
Jun,North,Headphones,10252
Nov,South,Phone,18083
Feb,North,Laptop,3371
Jan,West,Laptop,3319
Apr,South,Phone,8182
Aug,North,Tablet,13633
Jul,East,Tablet,3951
Mar,South,Headphones,5431
Jan,North,Laptop,10329
Aug,East,Phone,3956
Mar,East,Phone,9162
Dec,North,Phone,21727
Jun,East,Tablet,9917
Aug,North,Tablet,11589
Mar,West,Phone,4256
Mar,South,Phone,6128
Jan,East,Tablet,9578
Feb,East,Laptop,12130
Jan,North,Tablet,8058
Aug,East,Tablet,12094
Jun,North,Tablet,6930
Mar,East,Laptop,6341
Aug,South,Tablet,5400
Aug,South,Headphones,15102
Nov,West,Headphones,11635
May,South,Laptop,8405
Jul,West,Phone,9150
Oct,East,Laptop,6237
May,East,Headphones,6774
Mar,West,Laptop,6818
Feb,North,Tablet,8374
Apr,East,Phone,4409
Mar,East,Tablet,7116
Apr,North,Laptop,4279
Sep,South,Laptop,11091
Mar,West,Phone,13388
Dec,West,Laptop,20929
Aug,East,Phone,7584
Jan,South,Tablet,13024
Sep,West,Phone,12570
Sep,East,Laptop,9764
Jun,East,Phone,5556
Oct,South,Laptop,17246
Feb,East,Laptop,2612
Jun,South,Headphones,14609
Apr,North,Phone,13273
Jan,North,Laptop,9126
Oct,West,Tablet,13249
Jun,North,Tablet,12091
Jun,East,Headphones,12981
Dec,North,Laptop,17469
Oct,North,Laptop,7162
May,West,Phone,5965
Feb,West,Phone,3728
Jan,East,Laptop,13099
Mar,South,Laptop,10773
Nov,West,Tablet,14416
Apr,North,Tablet,14046
Aug,East,Phone,7507
Aug,South,Phone,9672
Aug,North,Phone,11250
Apr,East,Tablet,10101
Nov,North,Tablet,4699
Sep,South,Phone,4976
Sep,North,Headphones,8949
Jan,North,Laptop,10917
Aug,South,Laptop,11518
Mar,South,Laptop,6842
Dec,East,Phone,10795
Feb,West,Tablet,10903
Dec,East,Tablet,14940
Jan,South,Laptop,9883
Dec,South,Headphones,17110
Mar,West,Tablet,5422
Jan,East,Laptop,4878
Jun,West,Laptop,10569
Sep,West,Tablet,16317
Oct,North,Laptop,13485
Oct,West,Tablet,13910
Jul,South,Laptop,6157
Oct,East,Phone,8916
May,East,Laptop,14828
Aug,South,Tablet,4725
Feb,East,Phone,4606
Jul,East,Phone,4466
Oct,East,Laptop,12831
Aug,East,Headphones,11529
Feb,East,Laptop,5085
Oct,East,Tablet,13476
Aug,North,Headphones,8891
Jun,North,Laptop,15357
Jan,West,Laptop,11090
Feb,East,Tablet,5304
Feb,South,Tablet,11046
Feb,West,Headphones,5788
Nov,East,Phone,6793
May,West,Laptop,3434
Aug,West,Tablet,14296
Oct,South,Laptop,13428
Jul,West,Laptop,13816
Jan,East,Laptop,3748
Aug,South,Phone,9940
Feb,South,Laptop,9207
Jan,North,Phone,5068
Jan,North,Headphones,10939
Dec,East,Phone,7242
May,East,Headphones,8195
Jul,West,Tablet,14607
Nov,South,Laptop,14685
Apr,West,Tablet,10827
Jun,North,Tablet,7220
Oct,East,Phone,4588
Oct,North,Laptop,16494
Mar,West,Phone,4556
Jun,East,Tablet,6309
Sep,East,Headphones,5404
Jan,North,Tablet,9591
Mar,South,Phone,12635
Jan,West,Tablet,9815
Jun,North,Headphones,4281
Sep,North,Headphones,5426
May,South,Tablet,4872
Aug,East,Tablet,12787
Sep,East,Laptop,10869
Dec,South,Laptop,19128
May,East,Tablet,12783
Dec,East,Phone,12555
May,West,Phone,12710
Jun,North,Headphones,14193
Dec,North,Laptop,12349
Aug,North,Headphones,3482
Mar,South,Tablet,4361
Aug,South,Headphones,7276
Jan,South,Headphones,9282
Aug,West,Laptop,4939
Nov,North,Laptop,17425
Oct,West,Tablet,8085
Jun,West,Tablet,3911
Oct,North,Tablet,9780
Jul,South,Phone,5719
Nov,North,Phone,17234
Feb,West,Phone,10013
Dec,East,Phone,12514
Nov,North,Laptop,6836
Aug,East,Phone,7920
Aug,North,Tablet,4207
Jun,East,Phone,16189
Oct,North,Headphones,5322
Dec,East,Phone,19914
Jun,West,Headphones,5375
Apr,South,Headphones,4040
Dec,South,Laptop,16609
Jun,North,Phone,8325
Aug,East,Phone,5620
Dec,West,Tablet,12519
Apr,North,Headphones,8126
Nov,North,Phone,19151
Nov,South,Tablet,19981
Feb,South,Phone,5402
Apr,North,Tablet,9540
Sep,East,Tablet,13285
Nov,West,Headphones,19430
Apr,South,Tablet,8658
Mar,North,Phone,13967
Dec,North,Laptop,14169
May,East,Headphones,4916
Sep,North,Tablet,9488
Jan,South,Headphones,3539
Feb,North,Tablet,11089
Jan,North,Headphones,11700
Dec,West,Tablet,6910
Dec,South,Laptop,13164
May,West,Tablet,4252
Feb,West,Tablet,3365
Dec,North,Headphones,11209
Mar,West,Phone,3349
Sep,South,Phone,15989
Dec,West,Headphones,17568
Jun,West,Laptop,11108
Jun,South,Laptop,3427
Feb,West,Headphones,9848
Jan,West,Laptop,10318
Feb,South,Tablet,9653
Nov,North,Laptop,6808
Jun,North,Headphones,4155
Jun,East,Headphones,14044
Jan,West,Laptop,5505
Jun,South,Headphones,6292
Oct,West,Headphones,13238
Feb,North,Laptop,4206
Jan,North,Headphones,9749
Jun,East,Phone,11015
Oct,South,Phone,7249
Oct,East,Headphones,5874
Nov,North,Tablet,4905
Jun,North,Phone,6758
Jul,East,Headphones,3552
Feb,West,Headphones,5874
Feb,West,Phone,10454
Nov,East,Tablet,4668
Apr,West,Headphones,14653
Oct,South,Phone,4672
Mar,East,Laptop,10323
Oct,South,Tablet,12214
Jul,West,Laptop,4560
Mar,South,Tablet,6306
Apr,North,Headphones,14996
Jul,North,Tablet,13527
Mar,West,Phone,12521
Feb,East,Phone,6497
Aug,North,Tablet,14871
Oct,East,Tablet,11083
Jun,East,Tablet,3687
Jul,West,Laptop,10005
May,East,Phone,4153
Aug,West,Laptop,14669
Dec,South,Headphones,5932
Aug,South,Laptop,8088
Sep,West,Phone,9494
Apr,South,Tablet,12633
Apr,South,Tablet,4394
Oct,South,Laptop,8056
Feb,West,Laptop,5064
Jan,East,Phone,5931
Apr,West,Phone,14561
Dec,South,Phone,4501
Jul,North,Laptop,14244
Sep,South,Phone,5110
Aug,East,Laptop,6462
Feb,East,Phone,5283
Nov,North,Laptop,15145
Feb,East,Laptop,6252
Jan,West,Headphones,9055
Nov,South,Tablet,4899
Oct,North,Phone,16899
Sep,North,Laptop,9784
Nov,West,Laptop,18295
Jun,West,Headphones,6811
Nov,North,Tablet,12306
Dec,North,Laptop,9852
Aug,West,Headphones,5463
Jun,West,Tablet,4351
Apr,South,Phone,3968
May,West,Phone,14737
Jan,East,Tablet,6563
May,North,Tablet,10479
Jan,North,Tablet,3806
Dec,South,Headphones,8610
Feb,West,Tablet,2656
Feb,North,Phone,10540
Jul,East,Headphones,9638
Nov,South,Tablet,14303
Jun,West,Tablet,10479
Apr,West,Phone,13985
Dec,East,Headphones,19837
May,North,Tablet,13640
Jun,North,Tablet,4617
Feb,North,Tablet,7002
Oct,East,Phone,17612
Feb,South,Laptop,9099
Aug,East,Headphones,4185
Aug,North,Phone,6375
Mar,East,Headphones,5817
May,North,Phone,11681
Dec,South,Phone,5554
Jun,East,Laptop,15866
Sep,North,Headphones,10916
Sep,North,Laptop,6853
Sep,East,Headphones,16360
Jun,South,Headphones,14111
Mar,South,Phone,10222
Sep,East,Tablet,4826
Nov,North,Headphones,15105
Jun,East,Laptop,6349
Jan,West,Phone,7025
May,East,Headphones,9021
Jan,North,Headphones,13284
Mar,West,Phone,13803
Mar,West,Phone,9611
Oct,South,Phone,14661
May,South,Headphones,6156
Feb,South,Headphones,3550
Sep,West,Laptop,8138
May,East,Headphones,14723
Nov,West,Tablet,11400
Feb,West,Tablet,8134
May,East,Tablet,12816
May,West,Tablet,10432
Apr,East,Tablet,3140
Jun,East,Phone,9913
Apr,West,Laptop,14827
Nov,North,Tablet,13919
Oct,West,Phone,15447
Feb,North,Laptop,8318
Oct,North,Phone,7836
Jul,East,Headphones,10052
Jul,East,Headphones,11105
Oct,West,Headphones,9843
Apr,South,Tablet,13037
Jan,West,Headphones,11610
Oct,East,Tablet,11140
Jul,South,Phone,4300
Jun,West,Laptop,6706
Sep,East,Phone,14978
Sep,North,Phone,15205
Aug,West,Laptop,6536
Nov,North,Headphones,13239
Mar,West,Headphones,5959
Sep,South,Tablet,6644
Jul,South,Laptop,12776
Mar,West,Phone,3448
May,North,Phone,15429
May,East,Tablet,4186
Jul,West,Tablet,11841
Sep,South,Laptop,10617
Sep,South,Laptop,4145
Mar,East,Laptop,14174
Mar,South,Phone,9291
Jul,North,Laptop,9602
Jul,West,Headphones,5349
Mar,West,Phone,3918
Oct,West,Tablet,11716
Apr,West,Laptop,10843
Mar,North,Headphones,8048
Nov,South,Laptop,19221
Apr,North,Laptop,6713
Dec,North,Headphones,9915
May,West,Phone,4971
Feb,East,Phone,9332
Oct,East,Phone,9898
Jul,West,Phone,13853
Jan,East,Phone,11417
Apr,West,Phone,14811
May,North,Laptop,14202
Sep,East,Headphones,6231
Sep,East,Headphones,6691
Jan,West,Headphones,6047
Apr,East,Headphones,3236
Jul,West,Tablet,12732
Apr,West,Headphones,11555
Jan,North,Phone,2833
Apr,South,Phone,10121
Aug,East,Headphones,8694
May,West,Headphones,13350
Feb,North,Phone,6439
Jul,South,Laptop,12793
Sep,North,Phone,6045
Nov,East,Headphones,17437
Jul,South,Headphones,7406
Jun,East,Phone,14720
Jun,West,Laptop,12578
Oct,West,Tablet,4272
Oct,South,Phone,10257
Mar,South,Headphones,10097
Jun,East,Headphones,11762
Sep,East,Laptop,11926
Feb,East,Phone,5081
Feb,South,Headphones,7732
Oct,North,Phone,14380
Jun,North,Headphones,12414
Jan,South,Headphones,7125
Apr,East,Tablet,4960
Jun,North,Laptop,6081
Aug,North,Phone,4161
Sep,East,Headphones,11374
Dec,West,Headphones,22306
Dec,North,Tablet,5767
Apr,South,Laptop,8947
Jun,West,Laptop,8083
Feb,West,Tablet,8168
Mar,North,Tablet,12487
Oct,North,Phone,11430
Nov,South,Laptop,17741
Aug,East,Laptop,8481
Mar,North,Tablet,8025
Dec,South,Phone,18111
Jul,West,Headphones,9907
Jan,West,Headphones,4174
Aug,North,Laptop,4601
Dec,West,Laptop,18016
Apr,West,Phone,6302
Feb,East,Laptop,9239
Mar,East,Tablet,12664
Jun,South,Tablet,14251
Jun,North,Phone,8229
Nov,North,Phone,10579
May,South,Tablet,11542
Aug,East,Laptop,14989
May,South,Phone,10899
May,South,Laptop,7631
Apr,North,Tablet,7592
Dec,East,Tablet,13554
Apr,West,Tablet,10961
Apr,South,Headphones,7719
Dec,South,Headphones,15591
Sep,North,Headphones,7142
Oct,North,Phone,16363
Jan,North,Headphones,2714
Aug,North,Laptop,9735
Feb,West,Headphones,7796
Jan,South,Phone,6207
Dec,West,Laptop,15676
Nov,East,Phone,5096
Nov,South,Headphones,13618
Jan,West,Tablet,10842
Mar,North,Headphones,9578
Jan,East,Laptop,11000
Aug,North,Tablet,6778
Mar,West,Tablet,5425
Jan,North,Headphones,8478
Aug,South,Tablet,3533
Apr,East,Headphones,8330
Jul,East,Headphones,11754
Nov,South,Laptop,16151
Jun,West,Headphones,9282
Oct,South,Tablet,11413
Dec,North,Tablet,22366
Aug,North,Laptop,6309
Feb,East,Laptop,4102
Apr,South,Laptop,13408
Sep,South,Tablet,8013
Feb,South,Laptop,5734
Dec,East,Headphones,5653
Jun,North,Laptop,10233
Dec,South,Tablet,5281
Jan,West,Phone,12079
Sep,North,Headphones,9840
Dec,South,Laptop,22333
Jun,West,Phone,15878
Mar,South,Laptop,9529
May,East,Phone,13396
Jul,East,Laptop,7875
Sep,East,Phone,5715
May,South,Headphones,3466
Aug,South,Tablet,13598
Nov,West,Phone,16001
Nov,North,Phone,13504
Feb,South,Laptop,6424
Apr,East,Phone,14870
Mar,East,Headphones,11069
Jun,East,Laptop,5196
Jan,West,Tablet,10704
Jun,East,Tablet,6006
Jul,West,Tablet,12496
May,East,Headphones,12130
Oct,West,Headphones,11126
Dec,North,Tablet,5172
Apr,West,Tablet,8343
Oct,South,Tablet,6624
Oct,North,Headphones,11334
Jul,East,Tablet,14329
Sep,West,Laptop,6101
Apr,South,Phone,5649
Oct,South,Headphones,16137
Sep,South,Laptop,11598
Apr,East,Headphones,4778
Jul,South,Headphones,10378
May,South,Headphones,13225
Apr,West,Phone,4013
Mar,South,Laptop,10363
May,South,Headphones,8364
May,South,Phone,9335
Dec,North,Laptop,20268
Jul,East,Headphones,6292
Mar,West,Laptop,7059
Oct,East,Headphones,16966
Aug,South,Headphones,3319
Feb,East,Tablet,12283
Dec,East,Laptop,9585
Mar,South,Headphones,11707
Dec,South,Phone,12139
May,East,Headphones,13920
Apr,South,Tablet,9256
Jul,North,Phone,3830
Apr,North,Tablet,11667
Nov,East,Tablet,5425
Jun,North,Laptop,15004
Jun,West,Headphones,5511
Jun,East,Phone,5688
Nov,East,Laptop,8735
May,North,Headphones,11895
Feb,East,Laptop,12654
Jun,North,Phone,7612
Nov,North,Tablet,13365
Mar,South,Tablet,7616
Mar,North,Laptop,10449
May,West,Laptop,12489
May,West,Phone,13457
Apr,South,Tablet,10462
Feb,East,Laptop,4963
Sep,West,Phone,15452
Jun,South,Headphones,11584
Dec,North,Tablet,6928
Aug,North,Headphones,10361
Aug,West,Phone,14335
Jun,West,Tablet,3478
Jul,West,Phone,3631
Oct,West,Headphones,17334
Oct,North,Laptop,4297
Dec,North,Laptop,12520
Aug,East,Headphones,11567
Oct,East,Laptop,4426
Jan,East,Tablet,12899
Feb,West,Headphones,3545
Aug,East,Headphones,9809
May,South,Phone,5815
Aug,West,Phone,8853
May,South,Laptop,15586
Mar,East,Phone,10545
Aug,North,Tablet,12140
Sep,North,Headphones,14435
Sep,North,Laptop,10234
Feb,North,Headphones,10273
Oct,North,Tablet,4316
Jul,North,Laptop,12879
Feb,West,Phone,4326
Sep,East,Phone,8386
Feb,South,Phone,11771
Jan,South,Laptop,13302
Feb,South,Headphones,5216
Oct,South,Headphones,8100
Jun,West,Headphones,12291
Aug,South,Headphones,8049
Oct,East,Headphones,16178
Jan,West,Headphones,4791
Apr,South,Tablet,12283
Apr,South,Tablet,9519
Aug,North,Tablet,4986
Apr,West,Phone,10548
Sep,West,Phone,7553
Oct,North,Tablet,6135
Sep,West,Phone,7667
Aug,West,Laptop,4805
Apr,East,Phone,13006
Sep,East,Phone,9400
Mar,North,Tablet,5273
Dec,South,Headphones,16630
Dec,West,Laptop,20104
May,North,Headphones,10195
Sep,East,Tablet,9969
Aug,South,Phone,10469
Apr,South,Headphones,5822
Mar,North,Tablet,3117
Feb,East,Headphones,8184
Jan,West,Laptop,7299
Aug,North,Headphones,3871
Nov,North,Headphones,13679
Jun,South,Phone,9796
Sep,West,Tablet,11201
Jan,East,Laptop,11791
May,North,Phone,7732
Feb,West,Headphones,3506
Oct,East,Tablet,13725
Nov,North,Laptop,12519
Jan,West,Laptop,11817
Feb,South,Phone,12121
May,East,Laptop,15475
Sep,West,Phone,4009
Mar,West,Headphones,10016
Nov,South,Tablet,17672
Sep,North,Headphones,13580
Dec,West,Phone,18265
May,West,Headphones,13054
Jan,North,Tablet,4243
Feb,North,Tablet,7168
Nov,North,Tablet,19492
Jun,North,Laptop,10739
Nov,South,Tablet,16364
Jan,West,Laptop,8144
Feb,East,Headphones,11463
Dec,East,Tablet,20539
Sep,West,Headphones,10058
Aug,East,Tablet,12422
Mar,West,Phone,8588
Jun,East,Tablet,8390
Mar,North,Laptop,3750
Apr,South,Headphones,3459
Jan,East,Laptop,4308
Feb,East,Laptop,6579
Nov,East,Tablet,17088
Nov,South,Headphones,13096
Jun,South,Headphones,8355
Aug,South,Tablet,9094
Nov,West,Laptop,15487
Aug,West,Phone,7611
Jun,East,Phone,5463
Sep,East,Phone,6540
Oct,East,Laptop,16227
Apr,North,Tablet,14981
Sep,East,Headphones,4984
Mar,East,Headphones,7118
Aug,South,Laptop,6009
Aug,North,Phone,3427
Jan,West,Headphones,4285
Sep,East,Phone,14807
Sep,West,Tablet,12384
Dec,West,Phone,16206
Jun,North,Headphones,6817
Jul,West,Laptop,12277
Jan,West,Phone,12156
Mar,East,Headphones,12138
May,East,Laptop,4565
Apr,North,Tablet,10851
Jan,North,Laptop,9331
Sep,West,Tablet,13384
Feb,West,Headphones,12178
Aug,North,Tablet,4669
Dec,South,Headphones,13975
Sep,East,Phone,10722
Jun,West,Laptop,12084
Jun,West,Laptop,7414
Mar,West,Tablet,4254
Dec,West,Headphones,12787
Dec,North,Tablet,21139
Dec,South,Headphones,6277
Nov,East,Laptop,17528
Aug,East,Phone,10950
Jun,North,Phone,14440
Dec,South,Phone,11067
Aug,East,Headphones,11146
Sep,North,Laptop,6380
Mar,West,Phone,7989
Apr,West,Laptop,9796
Jun,North,Phone,8773
Aug,East,Headphones,8386
Jan,South,Tablet,3006
May,North,Headphones,8906
Jun,South,Laptop,5280
Aug,North,Laptop,8030
Jan,West,Laptop,5279
Nov,East,Tablet,8251
Jul,North,Headphones,4517
Mar,East,Laptop,12697
Jan,West,Headphones,10089
Dec,West,Headphones,21294
May,North,Headphones,10067
Jan,North,Phone,8321
Dec,South,Laptop,11422
Sep,East,Phone,7415
Jul,North,Tablet,4875
Feb,South,Phone,7176
Jan,East,Headphones,3233
May,East,Tablet,14333
Aug,West,Laptop,7148
Dec,South,Tablet,8553
Sep,East,Phone,8859
Sep,South,Phone,5326
Nov,North,Phone,16336
Feb,East,Phone,8962
Jul,West,Tablet,6155
Jun,East,Laptop,16254
Jun,East,Headphones,16074
Aug,South,Laptop,7358
Dec,East,Tablet,7284
Jul,North,Tablet,8476
May,South,Laptop,12959
Sep,East,Headphones,9486
Jun,West,Laptop,4543
Feb,West,Tablet,5525
Jul,North,Laptop,13213
Oct,South,Headphones,17552
Feb,West,Tablet,4455
Dec,West,Tablet,12240
Jul,West,Tablet,13233
Nov,North,Phone,6257
Dec,North,Headphones,9541
Aug,West,Laptop,3156
Apr,North,Headphones,7928
Jan,East,Headphones,8015
Oct,West,Phone,6013
Mar,East,Tablet,14001
