month,region,product,sales
2023-09,East,Laptop,2797
2024-03,South,Smartwatch,4877
2023-10,East,Tablet,2835
2024-12,North,Headphones,181
2023-10,West,Tablet,186
2023-08,North,Smartphone,2163
2024-12,North,Tablet,921
2024-04,East,Laptop,262
2024-05,North,Smartwatch,3839
2023-05,East,Smartwatch,2497
2023-04,West,Laptop,2032
2024-06,West,Smartphone,2828
2024-12,North,Laptop,3635
2024-07,South,Tablet,3546
2023-04,East,Laptop,2890
2023-07,East,Laptop,2807
2023-10,North,Smartphone,4033
2024-06,East,Tablet,3485
2024-07,East,Headphones,1022
2023-04,South,Headphones,2275
2023-10,South,Smartwatch,1682
2023-01,North,Laptop,664
2024-11,South,Smartwatch,3358
2024-06,North,Smartphone,2697
2023-05,West,Headphones,2600
2024-03,North,Laptop,4666
2024-05,West,Smartphone,1087
2023-03,North,Smartphone,3736
2023-12,East,Laptop,323
2023-02,South,Smartphone,450
2023-01,West,Laptop,2028
2024-11,North,Laptop,448
2024-09,South,Tablet,4377
2024-05,North,Smartwatch,4832
2024-10,South,Smartphone,1117
2024-04,South,Smartphone,2326
2023-05,North,Tablet,4967
2024-03,West,Tablet,4224
2023-03,West,Tablet,2519
2023-07,East,Headphones,1993
2023-11,South,Headphones,3140
2023-10,East,Headphones,2168
2023-09,East,Laptop,1225
2024-02,North,Smartphone,3217
2024-01,North,Smartwatch,4261
2023-02,North,Laptop,4142
2023-03,South,Smartphone,4533
2023-07,North,Smartphone,2270
2024-09,North,Tablet,546
2024-06,South,Tablet,2758
2023-03,South,Laptop,3462
2023-10,West,Tablet,2818
2024-10,North,Smartphone,3583
2023-07,North,Tablet,3044
2023-09,North,Headphones,4476
2024-05,West,Tablet,695
2023-11,North,Smartphone,2086
2023-07,West,Laptop,2850
2024-12,East,Smartwatch,1174
2024-02,West,Tablet,4069
2024-07,East,Smartphone,4405
2023-04,North,Smartwatch,4321
2023-06,East,Smartwatch,4687
2023-10,West,Headphones,3680
2023-07,South,Smartwatch,3107
2024-01,East,Smartphone,1069
2024-02,East,Smartphone,680
2023-04,North,Tablet,2924
2023-08,West,Tablet,4101
2023-05,East,Tablet,1311
2023-01,East,Smartwatch,329
2023-04,East,Smartwatch,4384
2023-03,East,Headphones,3285
2023-09,South,Tablet,601
2023-08,West,Laptop,2232
2023-01,North,Headphones,148
2023-06,North,Laptop,3666
2023-09,South,Smartwatch,3155
2023-07,West,Headphones,788
2023-04,East,Headphones,486
2024-01,South,Smartphone,1069
2024-05,West,Smartwatch,3560
2023-02,East,Smartwatch,1105
2023-05,South,Headphones,3152
2023-12,West,Smartwatch,3517
2024-09,North,Headphones,2402
2023-08,North,Smartphone,2383
2023-06,West,Headphones,1707
2023-08,North,Smartwatch,4466
2024-06,West,Smartwatch,222
2023-03,East,Headphones,1380
2024-10,West,Headphones,3827
2023-12,East,Headphones,358
2023-03,South,Tablet,1047
2024-10,West,Smartwatch,624
2023-06,South,Smartwatch,987
2023-02,North,Tablet,307
2024-11,East,Headphones,3482
2023-12,West,Smartphone,2894
2023-02,South,Headphones,248
2023-06,East,Headphones,537
2024-05,East,Tablet,2302
2023-03,North,Smartwatch,3849
2023-02,North,Headphones,3261
2024-11,East,Smartwatch,4001
2024-08,East,Laptop,4553
2023-08,West,Smartwatch,3345
2024-10,East,Smartphone,4651
2023-12,West,Smartphone,2923
2023-04,East,Headphones,4824
2023-05,North,Smartwatch,3370
2024-01,West,Headphones,585
2024-03,South,Tablet,299
2024-11,North,Smartphone,4566
2024-04,West,Headphones,2082
2023-10,West,Tablet,1571
2024-11,South,Headphones,4443
2024-04,West,Smartwatch,4983
2023-12,East,Smartwatch,2411
2024-05,South,Smartwatch,3473
2024-04,North,Smartwatch,2178
2023-12,North,Laptop,1621
2023-08,East,Tablet,704
2024-08,North,Tablet,3948
2023-03,West,Smartwatch,3442
2024-04,West,Laptop,1517
2024-01,East,Smartwatch,4697
2024-11,North,Laptop,3975
2024-07,North,Smartwatch,3033
2023-08,East,Smartphone,648
2024-10,South,Smartphone,938
2023-05,North,Headphones,3915
2024-08,South,Smartwatch,947
2023-08,North,Tablet,4809
2024-12,North,Headphones,4607
2023-12,North,Smartphone,4873
2023-01,North,Smartwatch,4354
2024-09,West,Headphones,4568
2024-08,South,Smartwatch,2372
2023-06,South,Smartphone,3420
2024-10,North,Headphones,2658
2024-06,North,Smartphone,4798
2023-08,South,Laptop,4411
2023-07,West,Smartphone,2096
2023-01,East,Smartwatch,3773
2024-09,East,Tablet,1664
2024-04,South,Smartphone,4118
2023-12,North,Tablet,1940
2023-06,North,Laptop,3391
2024-08,West,Headphones,2987
2023-02,East,Headphones,826
2024-02,West,Tablet,1344
2023-04,East,Headphones,3560
2023-01,South,Smartphone,3818
2024-11,East,Tablet,1165
2024-06,West,Smartwatch,4871
2024-01,West,Smartphone,382
2023-02,West,Smartphone,1181
2023-09,South,Smartphone,3985
2024-09,East,Smartwatch,2981
2023-02,East,Laptop,2684
2023-09,West,Headphones,3070
2023-01,East,Tablet,1252
2023-11,North,Laptop,3597
2023-03,North,Tablet,1047
2024-08,North,Headphones,4860
2024-11,East,Smartwatch,1817
2023-04,South,Smartphone,166
2024-06,South,Smartphone,736
2024-11,South,Smartwatch,413
2023-06,South,Laptop,3497
2023-03,North,Laptop,664
2024-10,North,Tablet,1701
2023-11,West,Smartwatch,925
2024-03,East,Laptop,3770
2024-10,East,Smartwatch,1125
2023-05,South,Headphones,2351
2024-08,North,Smartphone,4857
2023-10,South,Smartphone,904
2023-12,West,Smartphone,2551
2024-03,East,Smartwatch,4731
2024-05,East,Smartwatch,1491
2023-10,South,Tablet,1335
2023-06,West,Smartphone,4132
2024-06,East,Tablet,3380
2024-01,West,Smartphone,4823
2023-03,West,Tablet,4944
2024-12,South,Tablet,3649
2023-10,North,Headphones,4300
2024-02,South,Tablet,4241
2023-06,North,Smartwatch,1454
2023-03,West,Tablet,1936
2024-04,North,Smartphone,2992
2023-07,West,Tablet,2596
2024-08,East,Laptop,2683
2024-02,East,Smartphone,2658
2023-09,East,Laptop,3718
2024-03,South,Smartphone,1659
2024-09,South,Smartwatch,1607
2023-03,West,Smartwatch,4171
2023-02,East,Smartwatch,2163
2023-02,South,Laptop,3742
2023-03,East,Headphones,2100
2024-06,South,Smartphone,1394
2024-02,North,Smartwatch,4165
2024-08,North,Smartphone,2852
2024-06,East,Laptop,1853
2023-10,West,Headphones,4310
2023-02,South,Laptop,1703
2024-10,South,Smartphone,1422
2023-01,North,Headphones,2541
2023-04,North,Headphones,1198
2024-02,West,Laptop,1605
2023-01,West,Smartwatch,1226
2024-02,West,Smartphone,396
2024-04,East,Tablet,3149
2024-10,North,Tablet,2325
2024-02,East,Laptop,4454
2024-08,North,Smartphone,3887
2023-03,North,Smartphone,2196
2023-03,South,Laptop,3709
2023-09,North,Smartphone,2308
2023-06,North,Smartwatch,275
2024-01,East,Laptop,2602
2024-09,North,Smartwatch,4099
2023-02,East,Smartphone,1767
2023-08,West,Laptop,4471
2024-09,North,Smartphone,2645
2023-02,North,Laptop,775
2023-04,East,Smartphone,1923
2024-03,West,Smartwatch,1456
2023-04,South,Smartwatch,3172
2024-01,West,Smartphone,3359
2023-12,East,Laptop,646
2024-01,West,Tablet,2183
2024-02,East,Smartwatch,2140
2024-08,East,Smartwatch,4634
2024-06,South,Tablet,1852
2023-06,North,Smartphone,1715
2023-11,East,Laptop,1949
2023-02,East,Smartphone,2742
2024-11,South,Headphones,1700
2024-07,East,Smartwatch,3496
2024-07,North,Headphones,4502
2023-05,South,Smartwatch,3705
2024-07,North,Smartwatch,3899
2023-02,North,Headphones,718
2023-10,South,Headphones,1232
2023-02,East,Smartphone,2215
2023-11,North,Headphones,2439
2024-06,North,Smartphone,2839
2024-12,North,Smartphone,4376
2024-03,North,Smartphone,1587
2023-09,South,Smartwatch,1657
2024-11,South,Smartwatch,2213
2024-07,West,Headphones,1144
2023-09,West,Smartwatch,2531
2023-03,North,Headphones,1682
2024-09,East,Smartwatch,1408
2023-09,North,Laptop,701
2024-02,East,Laptop,1720
2024-07,North,Headphones,4980
2023-07,West,Smartwatch,4866
2024-04,West,Smartwatch,200
2024-04,East,Smartphone,4371
2023-01,North,Tablet,337
2023-04,East,Headphones,4125
2023-04,West,Tablet,3018
2023-07,North,Tablet,2642
2023-08,North,Headphones,2103
2024-05,East,Smartwatch,1637
2023-05,South,Headphones,854
2023-07,East,Tablet,3468
2024-08,West,Smartwatch,2358
2024-08,West,Laptop,3765
2023-04,West,Headphones,4335
2023-06,West,Headphones,640
2023-07,West,Smartwatch,369
2024-06,South,Laptop,3560
2023-05,North,Laptop,3508
2024-08,East,Smartwatch,605
2023-03,East,Smartphone,1229
2023-07,West,Headphones,2179
2024-10,East,Headphones,3245
2024-02,West,Tablet,3342
2023-07,South,Smartwatch,461
2023-05,South,Tablet,3820
2024-10,North,Tablet,1556
2023-05,South,Laptop,4167
2024-11,South,Headphones,4295
2023-02,North,Tablet,1781
2024-09,East,Laptop,1152
2024-10,West,Smartwatch,2609
2023-06,West,Tablet,4827
2024-03,East,Headphones,781
2024-09,North,Tablet,4032
2023-10,East,Smartwatch,2229
2024-11,South,Tablet,4949
2024-12,North,Headphones,4116
2023-07,North,Laptop,3402
2023-05,North,Headphones,819
2023-01,West,Laptop,174
2024-01,East,Smartphone,1393
2024-09,North,Headphones,2022
2024-06,North,Headphones,4257
2024-01,North,Smartwatch,419
2024-09,East,Tablet,2249
2024-09,West,Laptop,1552
2024-06,South,Laptop,1655
2023-05,West,Smartwatch,4307
2024-01,North,Smartwatch,3132
2023-04,West,Tablet,560
2024-05,West,Tablet,986
2023-03,South,Headphones,3633
2024-05,East,Smartphone,4036
2023-11,East,Tablet,1215
2024-09,West,Smartwatch,1175
2024-08,West,Tablet,3976
2024-11,East,Laptop,4715
2024-09,East,Smartphone,2024
2023-04,South,Headphones,1026
2023-02,North,Laptop,4752
2024-08,West,Laptop,2381
2024-04,East,Smartphone,1155
2024-06,West,Headphones,4774
2023-08,West,Smartwatch,641
2023-03,East,Headphones,2261
2023-09,South,Tablet,2351
2024-08,West,Laptop,1152
2023-06,South,Tablet,4669
2023-10,East,Smartwatch,2844
2024-09,North,Tablet,3969
2023-10,North,Headphones,4581
2024-01,West,Tablet,4257
2024-05,East,Smartwatch,4710
2023-09,South,Smartwatch,4625
2024-05,West,Smartwatch,4775
2024-12,East,Headphones,1660
2023-09,East,Smartwatch,3862
2023-09,South,Laptop,1264
2023-01,West,Smartwatch,2822
2023-02,East,Tablet,2458
2024-04,East,Tablet,570
2023-01,East,Tablet,1516
2023-10,South,Headphones,1568
2024-06,West,Tablet,908
2023-08,West,Headphones,271
2024-09,West,Headphones,4226
2023-11,West,Smartwatch,4242
2024-11,North,Laptop,4325
2023-02,North,Smartwatch,2499
2023-08,West,Smartwatch,1745
2024-10,South,Headphones,157
2023-08,North,Headphones,1229
2024-05,East,Tablet,1453
2024-03,North,Tablet,867
2024-05,East,Smartwatch,3995
2024-11,West,Smartphone,782
2024-12,North,Smartphone,3554
2024-01,South,Tablet,2108
2024-07,North,Smartphone,3242
2023-05,North,Tablet,1890
2023-12,North,Headphones,1577
2023-01,West,Smartwatch,985
2024-11,South,Laptop,4006
2023-05,North,Smartwatch,4592
2023-08,South,Tablet,1638
2024-01,West,Tablet,2173
2023-08,East,Smartwatch,412
2024-11,North,Tablet,910
2023-11,South,Smartphone,2335
2023-01,South,Smartphone,2957
2024-01,West,Tablet,2863
2024-07,North,Tablet,2132
2024-12,East,Smartphone,1607
2023-03,South,Tablet,4645
2024-12,North,Tablet,2670
2024-05,East,Smartwatch,1994
2023-05,South,Laptop,2805
2024-08,South,Smartphone,696
2024-09,East,Smartwatch,2247
2023-08,East,Laptop,715
2024-02,West,Tablet,1047
2023-04,North,Tablet,4751
2023-11,North,Smartwatch,4473
2024-08,West,Tablet,3864
2024-03,South,Headphones,2113
2024-07,East,Smartwatch,3797
2023-07,East,Laptop,590
2024-07,East,Smartwatch,4450
2024-07,South,Smartphone,2528
2023-11,East,Smartwatch,641
2023-05,East,Tablet,1387
2023-05,West,Tablet,1733
2024-10,South,Headphones,3026
2023-08,North,Headphones,1452
2023-10,West,Headphones,4476
2023-06,West,Laptop,1398
2024-03,North,Headphones,4968
2024-04,West,Laptop,4067
2024-05,South,Headphones,4523
2023-08,East,Laptop,2358
2023-08,South,Smartwatch,4747
2023-09,North,Smartwatch,2173
2023-02,North,Tablet,801
2024-03,West,Laptop,2019
2024-06,South,Smartphone,2560
2023-03,South,Tablet,4362
2024-05,North,Smartwatch,4364
2023-04,South,Laptop,4424
2023-04,North,Headphones,466
2024-02,South,Smartphone,627
2023-09,South,Smartwatch,4986
2023-09,South,Tablet,3818
2024-11,North,Laptop,3709
2024-06,West,Smartphone,4035
2023-10,South,Laptop,4719
2024-09,North,Headphones,2253
2023-04,North,Tablet,2008
2023-12,South,Laptop,3112
2023-08,South,Smartwatch,4328
2023-02,West,Tablet,3122
2024-10,North,Smartwatch,3583
2024-01,North,Laptop,2820
2024-09,East,Tablet,1870
2024-04,North,Smartwatch,4213
2023-02,West,Headphones,1877
2023-11,East,Headphones,4312
2023-10,East,Laptop,897
2024-03,East,Tablet,3315
2024-05,South,Smartphone,3888
2023-08,South,Tablet,3076
2024-06,North,Headphones,3837
2024-11,East,Smartwatch,1811
2023-09,West,Smartphone,852
2023-08,South,Laptop,2569
2024-02,West,Smartphone,4069
2024-06,West,Laptop,1492
2024-10,South,Smartphone,2705
2024-08,South,Laptop,777
2024-08,South,Laptop,205
2024-09,South,Smartphone,3387
2023-12,East,Smartphone,4853
2024-07,East,Laptop,2046
2024-02,East,Headphones,1195
2024-05,East,Smartphone,1882
2024-12,North,Tablet,4641
2024-09,East,Smartwatch,3357
2023-03,South,Laptop,2097
2024-11,West,Laptop,4969
2023-07,East,Smartwatch,1661
2024-05,North,Headphones,4106
2023-12,South,Smartwatch,1775
2023-09,West,Smartphone,1222
2024-03,West,Smartwatch,4081
2024-06,East,Laptop,1401
2024-09,West,Smartwatch,1043
2024-01,East,Tablet,4650
2024-09,East,Smartphone,1045
2023-08,South,Smartwatch,700
2024-02,South,Laptop,2800
2023-08,North,Smartphone,4920
2024-02,South,Laptop,1517
2023-07,South,Headphones,1624
2024-11,East,Tablet,3866
2023-12,South,Headphones,350
2023-11,East,Tablet,1644
2024-10,East,Smartwatch,178
2024-10,South,Smartphone,3223
2023-11,North,Smartwatch,997
2024-10,North,Tablet,4976
2024-01,West,Tablet,325
2024-06,West,Tablet,1309
2023-02,South,Laptop,4998
2024-09,North,Smartphone,4937
2024-03,East,Smartwatch,2278
2024-08,West,Smartwatch,2779
2024-06,East,Headphones,2985
2024-03,West,Tablet,2906
2024-07,South,Tablet,803
2024-11,North,Tablet,2644
2024-12,West,Smartwatch,2470
2023-12,North,Headphones,3381
2024-01,East,Laptop,4810
2024-10,South,Smartphone,428
2023-11,North,Laptop,4328
2023-05,South,Smartwatch,220
2023-01,North,Tablet,1064
2024-12,East,Smartphone,4324
2023-03,East,Smartwatch,3775
2024-10,South,Smartwatch,2176
2024-07,East,Smartwatch,432
2024-11,West,Smartphone,3468
2023-07,North,Smartphone,1416
2023-12,East,Headphones,1296
2024-03,West,Headphones,3270
2023-05,South,Laptop,1529
2024-03,West,Smartphone,455
2023-08,South,Smartphone,4334
2023-10,South,Smartphone,1626
2024-04,North,Headphones,3997
2023-08,North,Smartwatch,128
2023-01,West,Tablet,1113
2023-12,North,Headphones,2802
2023-05,North,Smartphone,927
2023-03,North,Headphones,4546
2023-01,West,Laptop,2124
2023-04,East,Smartphone,398
2023-08,North,Laptop,1965
2023-03,North,Smartphone,4116
2023-10,West,Headphones,2211
2023-02,East,Smartwatch,854
2023-11,North,Tablet,869
2023-10,South,Laptop,3835
2024-09,West,Headphones,1338
2024-02,North,Smartwatch,2313
2023-07,North,Headphones,2006
2023-02,South,Laptop,1664
2023-09,South,Tablet,1318
2024-04,West,Headphones,4701
2024-01,West,Smartphone,1457
2023-09,South,Smartwatch,3939
2024-08,West,Headphones,1560
2023-04,South,Smartwatch,4085
2024-10,North,Smartphone,1516
2023-10,South,Tablet,2953
2024-10,South,Tablet,4956
2023-12,East,Smartphone,1528
2024-05,South,Smartwatch,4478
2024-02,South,Headphones,4574
2024-02,East,Smartphone,4393
2023-02,West,Laptop,3162
2024-09,East,Smartwatch,3171
2024-08,North,Tablet,655
2023-11,East,Smartphone,455
2024-04,North,Tablet,1663
2024-07,West,Smartwatch,3600
2024-11,East,Tablet,1140
2023-06,East,Smartphone,2786
2024-12,West,Smartwatch,4574
2024-07,North,Laptop,4875
2023-05,East,Smartphone,2653
2023-04,North,Headphones,1879
2024-03,East,Smartphone,175
2023-04,South,Smartwatch,4426
2024-08,East,Smartphone,3419
2023-10,West,Laptop,2449
2024-12,West,Laptop,2873
2024-10,North,Headphones,2362
2023-03,East,Tablet,3329
2023-05,North,Smartwatch,2216
2023-06,North,Smartwatch,492
2024-09,South,Tablet,1208
2024-10,South,Laptop,4462
2023-08,West,Laptop,710
2023-07,North,Smartphone,2875
2024-09,West,Headphones,4098
2023-10,East,Headphones,772
2023-06,North,Headphones,3777
2024-02,North,Smartphone,130
2023-04,East,Headphones,1500
2024-01,East,Tablet,4171
2024-08,West,Smartphone,716
2024-05,West,Tablet,4734
2024-11,East,Smartphone,2886
2023-07,West,Headphones,970
2023-04,East,Tablet,4296
2024-02,North,Tablet,3704
2023-03,North,Tablet,1512
2024-12,South,Smartphone,2839
2023-05,North,Smartwatch,1040
2024-04,East,Headphones,440
2024-11,West,Tablet,3008
2024-08,South,Smartwatch,4233
2023-04,West,Headphones,759
2024-12,East,Headphones,2133
2024-12,North,Tablet,1660
2023-02,South,Tablet,3557
2024-06,East,Smartphone,1756
2024-07,South,Smartwatch,3075
2024-07,South,Smartwatch,1149
2024-05,North,Tablet,553
2024-02,East,Headphones,1804
2024-07,West,Tablet,2884
2024-10,South,Headphones,918
2024-12,South,Headphones,4968
2024-01,West,Tablet,112
2023-12,East,Laptop,4079
2023-06,South,Smartwatch,1020
2024-09,South,Headphones,2518
2023-04,South,Headphones,1414
2024-07,East,Laptop,3777
2024-04,East,Smartphone,2117
2024-01,West,Laptop,1328
2023-04,East,Laptop,4892
2024-11,East,Headphones,2534
2024-05,North,Smartwatch,2968
2024-11,West,Laptop,2615
2023-01,South,Smartphone,1538
2024-06,East,Tablet,4264
2024-08,South,Laptop,3643
2024-05,South,Laptop,3275
2024-03,North,Smartphone,1881
2023-11,East,Smartwatch,2363
2024-10,West,Laptop,2069
2024-01,East,Laptop,311
2023-01,South,Smartwatch,607
2024-05,West,Smartphone,431
2023-06,East,Laptop,650
2023-04,South,Smartwatch,1041
2024-08,South,Laptop,827
2024-04,North,Tablet,2962
2024-03,North,Headphones,3343
2024-03,North,Tablet,748
2023-06,South,Laptop,2837
2024-03,East,Smartphone,2847
2024-02,North,Headphones,1109
2023-11,East,Tablet,1650
2023-07,North,Smartwatch,903
2023-09,West,Smartphone,4180
2024-04,West,Tablet,4409
2023-05,North,Smartwatch,4364
2024-08,South,Laptop,3501
2023-10,North,Smartwatch,4341
2024-06,North,Tablet,4711
2023-03,South,Tablet,3261
2024-01,West,Laptop,4648
2023-11,East,Smartwatch,4255
2024-05,North,Smartwatch,627
2024-10,South,Laptop,3398
2024-01,North,Smartwatch,1123
2023-06,South,Laptop,3834
2024-05,East,Smartphone,532
2024-01,East,Tablet,1276
2024-07,West,Smartphone,500
2024-09,South,Headphones,2204
2024-07,South,Headphones,3150
2023-10,West,Headphones,2333
2023-03,West,Laptop,2545
2024-02,South,Smartwatch,4800
2024-07,West,Smartphone,2935
2023-05,East,Smartphone,2613
2023-05,North,Smartphone,1873
2024-08,East,Smartphone,1196
2024-05,West,Headphones,1028
2024-09,South,Smartphone,2051
2023-10,South,Smartwatch,2073
2023-05,East,Headphones,1654
2023-04,South,Smartphone,2878
2023-06,West,Laptop,4521
2023-04,East,Tablet,1094
2023-07,South,Tablet,712
2023-07,North,Tablet,2693
2024-06,North,Headphones,695
2023-03,West,Smartphone,941
2023-01,South,Headphones,4539
2024-12,West,Smartwatch,958
2023-04,East,Laptop,544
2023-06,North,Laptop,1888
2023-09,East,Tablet,4417
2024-10,South,Tablet,3554
2024-02,West,Tablet,4052
2023-12,West,Smartphone,4787
