month,region,product,sales
Mar,West,Tablet,7906
May,East,Laptop,9983
Mar,South,Phone,6063
Jan,East,Laptop,12446
May,North,Phone,10644
Oct,South,Tablet,11610
Jul,South,Phone,10142
Jul,North,Tablet,2753
Nov,West,Laptop,13564
Sep,South,Phone,8851
Oct,West,Laptop,7104
Oct,South,Phone,17190
Dec,South,Tablet,15421
Mar,West,Phone,13202
Jul,South,Phone,13103
Jan,West,Tablet,11417
Apr,North,Tablet,10359
Apr,West,Tablet,5685
May,North,Phone,11869
Jul,South,Laptop,6944
Jul,West,Phone,17410
Nov,South,Phone,17471
Apr,West,Laptop,11678
Jul,North,Tablet,10633
Nov,North,Phone,10462
Mar,West,Laptop,15888
Jun,North,Tablet,18727
Dec,South,Tablet,18203
Feb,South,Phone,5081
Oct,East,Tablet,11449
Sep,North,Tablet,17657
May,South,Laptop,4291
Jun,West,Laptop,3532
Dec,North,Tablet,6362
Dec,South,Laptop,18015
Dec,North,Tablet,6988
Dec,West,Phone,8344
Apr,South,Laptop,10430
Nov,East,Tablet,17693
Oct,East,Tablet,11106
Jul,North,Laptop,3438
Dec,West,Laptop,16819
Sep,South,Phone,11652
Jul,West,Tablet,8389
Jan,South,Phone,5079
Jan,North,Phone,8295
Sep,South,Phone,15703
Nov,West,Laptop,10558
Sep,West,Phone,5741
Apr,North,Laptop,15881
Sep,West,Laptop,18469
Mar,South,Phone,17414
Jul,North,Phone,16329
Jun,South,Tablet,18382
Aug,West,Phone,10323
Nov,North,Tablet,9588
Sep,South,Phone,2903
May,West,Phone,13648
Jan,West,Phone,11955
Mar,East,Phone,4804
Oct,West,Tablet,19610
Dec,South,Tablet,3284
Aug,North,Phone,2689
Nov,East,Phone,6782
Jun,West,Tablet,6507
Aug,West,Laptop,3996
Sep,West,Laptop,18813
Apr,South,Laptop,10631
Jan,East,Tablet,6507
Jan,South,Tablet,2527
Oct,East,Laptop,4996
Apr,North,Laptop,5467
Dec,South,Phone,19745
Jul,South,Tablet,16772
Feb,North,Tablet,2703
Mar,East,Laptop,2662
Jan,West,Laptop,11114
May,North,Tablet,8256
Jan,West,Phone,10367
Aug,West,Laptop,15460
Jan,North,Tablet,7297
Nov,East,Tablet,10573
Jan,West,Phone,17582
Feb,North,Phone,7378
Feb,South,Laptop,15500
Dec,South,Laptop,2305
Jun,South,Laptop,6697
Jul,North,Tablet,9222
May,South,Laptop,9933
Jan,West,Tablet,19849
Jan,South,Laptop,13463
Mar,South,Phone,2402
Feb,West,Phone,14901
May,South,Tablet,8940
Dec,West,Phone,18022
Oct,South,Tablet,10095
Jun,West,Tablet,12842
Jul,South,Phone,6544
Apr,West,Tablet,8074
Jul,North,Phone,8850
Nov,West,Laptop,2750
Aug,South,Laptop,3617
Nov,South,Phone,4530
Jan,East,Phone,5333
Jun,West,Phone,9234
Aug,North,Phone,2511
May,West,Laptop,16546
Apr,West,Tablet,7082
Feb,North,Tablet,18636
Jun,West,Laptop,10820
Jun,North,Tablet,5476
Nov,North,Laptop,11178
Jan,West,Tablet,3725
Sep,West,Phone,15765
Dec,South,Phone,3701
Nov,South,Phone,10496
Jun,East,Laptop,14270
Mar,East,Laptop,12472
Apr,West,Tablet,4807
Dec,North,Tablet,17654
Nov,East,Tablet,13078
Apr,West,Laptop,9572
Mar,East,Tablet,19408
Oct,North,Phone,10698
Mar,West,Tablet,6856
Mar,North,Phone,8724
Apr,West,Laptop,11245
Jul,East,Phone,12866
Apr,South,Phone,12096
Sep,East,Phone,6587
Jan,East,Laptop,6922
Aug,South,Laptop,7046
Jul,South,Laptop,9203
Feb,West,Laptop,17403
Aug,West,Tablet,11828
Jan,North,Laptop,17797
Nov,North,Phone,2038
Dec,East,Laptop,8265
Sep,South,Tablet,8598
Sep,North,Tablet,4415
Feb,East,Tablet,19142
Jul,South,Phone,19148
Oct,West,Laptop,16306
Mar,East,Laptop,16577
Jul,West,Laptop,13885
Dec,North,Phone,13377
Oct,North,Phone,13058
Sep,South,Tablet,9443
Apr,East,Tablet,19701
Dec,West,Laptop,19084
Jan,South,Phone,6383
Feb,North,Phone,3593
Jan,North,Laptop,16758
Dec,East,Laptop,9026
May,West,Tablet,4612
May,East,Tablet,13329
Nov,West,Tablet,3908
Jul,West,Laptop,8954
Sep,East,Laptop,17185
Sep,South,Tablet,17496
Mar,East,Tablet,4928
Mar,East,Phone,11280
Mar,North,Phone,9681
Apr,North,Tablet,6127
Aug,East,Tablet,6963
Jun,East,Phone,13761
Aug,North,Tablet,15554
Jan,West,Phone,11357
Aug,East,Phone,2987
Apr,South,Phone,3965
Nov,South,Laptop,9316
Jan,South,Laptop,16046
Aug,East,Tablet,2868
Apr,West,Phone,19513
Jun,West,Laptop,6378
Aug,North,Tablet,17463
Apr,East,Tablet,15246
Mar,West,Tablet,3076
Sep,East,Tablet,17169
Mar,North,Tablet,8385
Sep,North,Phone,10222
Feb,North,Tablet,19087
Feb,South,Phone,7480
Feb,East,Laptop,9777
Jun,North,Tablet,7362
Mar,East,Laptop,2950
Sep,South,Phone,10250
Apr,South,Phone,4818
Jan,North,Laptop,5600
Apr,North,Tablet,13341
Jan,West,Tablet,17053
May,East,Laptop,16333
Apr,North,Laptop,8255
Aug,West,Laptop,12907
Aug,East,Tablet,18007
Jul,North,Tablet,16241
Mar,West,Tablet,14090
Jan,West,Laptop,14305
Jan,East,Tablet,19562
Dec,West,Phone,15065
Nov,East,Laptop,14647
Mar,East,Tablet,10523
Jun,East,Laptop,8037
Jul,South,Phone,2527
Jun,West,Phone,11290
Jun,East,Laptop,2211
Jun,North,Laptop,12522
Mar,South,Phone,17115
Jun,South,Laptop,7149
Aug,West,Phone,11224
Nov,East,Phone,19716
Nov,West,Tablet,15621
Feb,South,Laptop,8820
May,East,Laptop,16761
Jan,North,Tablet,12032
Dec,East,Phone,16002
Jan,South,Laptop,12330
May,North,Tablet,14743
Dec,East,Tablet,18827
Mar,North,Laptop,19310
Apr,North,Tablet,19006
Mar,South,Phone,11671
Jan,North,Tablet,13577
Jan,West,Phone,18617
Dec,South,Phone,12222
Dec,West,Laptop,2386
May,North,Tablet,3634
Jun,West,Phone,10110
Mar,East,Phone,6133
Dec,North,Tablet,11376
Sep,East,Phone,7581
May,West,Tablet,3967
Aug,East,Laptop,7767
Jan,North,Phone,10753
May,East,Phone,6901
Mar,West,Tablet,12121
Dec,West,Tablet,16633
Jan,West,Tablet,12707
Apr,North,Tablet,14333
May,West,Phone,13938
Jul,North,Laptop,13548
Jan,East,Laptop,17115
Mar,West,Laptop,11843
Feb,East,Laptop,6177
Sep,South,Tablet,9211
Oct,East,Phone,9873
Jun,South,Phone,5841
Oct,East,Phone,8416
Mar,North,Tablet,12633
Aug,East,Phone,6885
Aug,North,Tablet,2594
Feb,North,Phone,16393
Jun,West,Laptop,4612
Jul,North,Tablet,14288
Feb,South,Phone,19880
Nov,West,Laptop,6861
Oct,West,Laptop,6766
Feb,East,Laptop,5358
Oct,North,Tablet,16846
Jan,North,Tablet,2914
Aug,South,Phone,3995
Jan,East,Laptop,2094
Sep,East,Phone,10684
Nov,West,Phone,17100
Jun,West,Laptop,2149
Jul,West,Phone,19430
Oct,South,Tablet,4803
Jul,South,Phone,16466
Oct,West,Laptop,9276
Mar,East,Tablet,2551
Feb,South,Tablet,17480
Sep,East,Phone,10486
Aug,East,Phone,19527
Dec,North,Tablet,18839
Oct,West,Phone,11745
Jul,North,Laptop,10360
Sep,West,Phone,14997
Apr,West,Phone,9310
Apr,East,Tablet,7817
Jan,West,Phone,12568
Aug,East,Phone,10070
Dec,East,Phone,3320
Mar,West,Laptop,8153
Jul,East,Phone,8589
Dec,East,Laptop,17589
Feb,East,Laptop,5607
Feb,South,Laptop,12317
Jul,East,Laptop,12432
Jun,South,Tablet,2400
Mar,South,Laptop,18746
Sep,East,Phone,5851
Oct,East,Laptop,12498
Jun,South,Phone,2084
Oct,South,Laptop,3824
Oct,East,Tablet,14077
Jun,East,Laptop,17930
Jan,West,Laptop,14549
Apr,South,Tablet,12113
Oct,South,Laptop,17132
Jun,West,Phone,10822
Jun,South,Laptop,9418
Nov,North,Laptop,4371
Dec,South,Laptop,9068
May,West,Tablet,13859
Jan,North,Laptop,9464
Aug,East,Laptop,19110
May,West,Phone,15548
Dec,West,Laptop,9121
Dec,East,Laptop,11840
Dec,West,Laptop,6312
May,South,Laptop,10000
Jul,East,Phone,11461
Apr,West,Phone,2318
Jun,East,Tablet,17329
Apr,East,Laptop,17791
Mar,East,Tablet,16372
Jul,North,Tablet,17935
Aug,West,Laptop,17701
Apr,North,Phone,13250
Feb,West,Phone,3602
Dec,South,Laptop,11047
Oct,South,Laptop,17234
Mar,South,Phone,9532
Jan,West,Laptop,9366
Aug,East,Laptop,4648
Mar,East,Laptop,8903
Dec,North,Phone,19486
Oct,North,Tablet,15788
Jul,South,Tablet,4481
Oct,North,Laptop,3820
May,West,Phone,12271
Oct,West,Laptop,5684
May,North,Phone,5651
Jul,North,Laptop,12431
Sep,North,Phone,12131
Dec,North,Phone,6830
May,South,Tablet,9334
Jan,South,Laptop,16619
Oct,North,Tablet,11304
Oct,West,Tablet,16879
Jan,South,Phone,19032
Feb,West,Laptop,16585
Jun,East,Phone,2016
Sep,West,Phone,10308
Aug,North,Phone,8476
May,East,Laptop,7942
Jan,South,Laptop,19929
Jul,South,Phone,4693
May,East,Laptop,17562
Jun,West,Phone,8259
Jul,South,Laptop,17579
Mar,North,Laptop,11468
Dec,East,Tablet,6942
Oct,North,Phone,16651
Mar,East,Tablet,5788
May,South,Tablet,2371
Jun,West,Phone,9120
Sep,East,Phone,7702
Dec,East,Laptop,10347
May,North,Phone,4661
Jan,South,Tablet,8651
Apr,North,Tablet,6878
May,South,Phone,15091
Dec,North,Tablet,6315
Oct,East,Laptop,11965
Oct,North,Tablet,10308
May,West,Laptop,8474
Jul,South,Tablet,3374
Apr,South,Laptop,13395
Jan,East,Laptop,9393
May,South,Phone,6403
Jul,West,Laptop,5546
Oct,North,Phone,5977
Oct,East,Tablet,11388
Jun,West,Tablet,10988
May,South,Tablet,5892
Apr,South,Laptop,16008
Feb,West,Tablet,5249
Apr,North,Tablet,2111
Oct,North,Phone,19066
Oct,East,Phone,19545
Mar,South,Tablet,9400
Oct,West,Tablet,4379
Jan,North,Laptop,15180
Aug,East,Laptop,10352
May,South,Tablet,19809
Apr,South,Phone,10469
Aug,East,Tablet,11748
Jul,East,Laptop,12107
Feb,North,Phone,14942
Jan,West,Phone,18686
Dec,South,Laptop,6533
Nov,West,Tablet,6281
Apr,South,Tablet,6768
Aug,South,Tablet,19384
Dec,West,Laptop,14198
Feb,East,Phone,9169
Mar,North,Laptop,9361
Dec,South,Tablet,5830
Jan,East,Laptop,4882
Jan,South,Phone,2998
Mar,North,Laptop,17942
Nov,South,Tablet,18668
May,North,Phone,18246
Dec,North,Laptop,5065
Mar,South,Laptop,12467
Jan,South,Phone,19878
Jan,North,Phone,14076
Aug,East,Tablet,4543
Oct,West,Phone,12033
Nov,North,Tablet,3401
Dec,South,Laptop,18829
Dec,South,Tablet,6522
Feb,East,Laptop,4551
Mar,West,Phone,6816
Feb,North,Laptop,9699
Mar,North,Phone,4629
Jul,West,Laptop,9687
Jan,North,Laptop,12156
Oct,West,Laptop,19441
Aug,South,Laptop,8834
Oct,West,Tablet,6849
Oct,North,Laptop,17782
Oct,West,Tablet,17827
Feb,East,Phone,11431
Mar,South,Phone,6150
Sep,South,Tablet,13289
Jul,West,Phone,11496
Apr,North,Phone,8470
Oct,East,Laptop,15257
May,South,Laptop,5712
Feb,South,Laptop,14721
Nov,North,Tablet,14495
Aug,North,Tablet,14420
Apr,East,Phone,7315
Sep,West,Laptop,7381
May,North,Tablet,11497
Sep,West,Tablet,15494
Apr,East,Laptop,18950
Oct,West,Tablet,17752
May,South,Laptop,6622
Sep,West,Phone,6132
Aug,East,Phone,10830
Mar,East,Phone,8995
Jan,East,Laptop,4670
Mar,West,Tablet,11364
Apr,South,Phone,12041
Feb,North,Phone,11054
Jan,South,Phone,13637
Jul,West,Tablet,12757
Aug,West,Tablet,10490
Jul,North,Laptop,14329
May,West,Phone,2770
Dec,East,Tablet,5854
Jan,East,Laptop,5118
Jul,East,Phone,11901
Jul,East,Tablet,19374
Sep,East,Tablet,19094
Mar,West,Laptop,15522
Sep,North,Phone,2038
Jan,North,Phone,19659
Jan,East,Tablet,18002
Apr,West,Phone,6857
Sep,South,Laptop,18312
Jun,South,Tablet,3436
Nov,West,Tablet,9693
Mar,East,Laptop,15218
Jan,North,Tablet,6251
Apr,West,Phone,11305
Dec,South,Phone,12590
Sep,South,Tablet,9662
Mar,South,Laptop,5123
Dec,East,Laptop,19037
Sep,South,Phone,6158
Jul,West,Laptop,10700
Dec,West,Tablet,12531
Apr,South,Tablet,11879
Mar,West,Phone,7543
Oct,South,Phone,15980
May,South,Phone,17156
May,North,Laptop,11580
Mar,East,Tablet,5911
Dec,East,Tablet,15582
Sep,North,Tablet,13120
Apr,North,Phone,7235
Nov,East,Tablet,6799
May,South,Laptop,16225
Apr,South,Laptop,18709
May,East,Tablet,5766
Jul,South,Phone,6111
Sep,North,Tablet,9015
Jul,South,Laptop,8856
May,South,Laptop,18490
Oct,West,Laptop,4426
Oct,West,Tablet,16497
Jul,West,Laptop,13336
Oct,South,Phone,7316
May,East,Tablet,7362
Mar,North,Tablet,6693
Jul,South,Laptop,10990
Nov,East,Laptop,17133
Nov,South,Phone,16178
Feb,North,Tablet,12629
Dec,South,Laptop,16751
Sep,North,Phone,2425
Oct,South,Laptop,5044
Oct,North,Tablet,13480
Dec,South,Laptop,13106
Jan,North,Tablet,8229
Jun,West,Laptop,3239
Jul,South,Tablet,8566
Aug,South,Phone,6213
Oct,East,Tablet,5006
Sep,East,Phone,9025
Feb,North,Tablet,8558
Nov,South,Phone,3184
Oct,North,Laptop,16430
Feb,West,Tablet,10102
May,East,Laptop,15869
May,North,Phone,9116
Jun,North,Tablet,14937
Mar,East,Tablet,6383
Aug,South,Laptop,6507
Jan,North,Tablet,16735
Jun,East,Tablet,18519
Apr,South,Laptop,4025
Jan,West,Tablet,6854
Jul,East,Laptop,7367
Sep,North,Laptop,4890
Apr,West,Laptop,5773
Apr,South,Laptop,17819
Jun,South,Laptop,3528
Dec,East,Phone,13820
Mar,East,Phone,7049
Dec,East,Laptop,2848
Jun,South,Phone,12119
Jul,West,Phone,12357
Nov,South,Tablet,18167
Oct,North,Laptop,14478
Oct,South,Phone,4121
Mar,North,Tablet,14910
Jul,West,Tablet,6681
Mar,East,Laptop,16755
Feb,East,Laptop,2472
Dec,South,Tablet,2113
Oct,East,Laptop,15690
Apr,West,Laptop,8473
Dec,East,Tablet,10530
Aug,South,Tablet,3196
Sep,West,Laptop,18462
Jul,North,Phone,8017
Jan,South,Laptop,4652
Mar,North,Phone,12832
Dec,West,Tablet,7385
Sep,South,Phone,16708
Dec,South,Tablet,19211
Jan,West,Laptop,16571
Sep,East,Laptop,13002
Aug,South,Tablet,5385
Jan,South,Tablet,3965
Jun,North,Tablet,4427
May,East,Laptop,4841
Jun,North,Laptop,8563
Oct,North,Phone,16387
Dec,East,Tablet,7840
May,East,Phone,17154
Jun,West,Laptop,16093
May,East,Phone,6352
Nov,South,Phone,2184
Dec,East,Laptop,12384
May,West,Laptop,16319
Apr,West,Tablet,10437
Mar,West,Phone,12426
Mar,East,Laptop,9504
Apr,East,Laptop,2600
Sep,North,Phone,9804
Feb,North,Laptop,15249
Sep,South,Tablet,7537
Jan,North,Tablet,16685
Jan,South,Phone,10724
May,West,Tablet,7084
Jun,North,Laptop,4042
Jun,East,Laptop,18741
Mar,North,Laptop,18761
Jul,South,Laptop,15336
Sep,North,Phone,15414
Nov,West,Tablet,6797
Dec,East,Tablet,5307
Oct,South,Laptop,15721
Aug,East,Phone,4596
Jun,East,Laptop,19167
Dec,South,Laptop,13795
Aug,East,Phone,16984
Dec,East,Phone,14134
May,North,Laptop,12782
Aug,East,Tablet,11234
Oct,East,Laptop,16618
Dec,East,Tablet,19245
Apr,East,Tablet,12027
Oct,South,Phone,15986
Aug,West,Phone,14400
Oct,North,Laptop,5526
Dec,East,Tablet,13593
Feb,East,Tablet,3622
Dec,South,Laptop,7518
Dec,West,Laptop,4657
May,East,Laptop,10699
Sep,South,Phone,15955
Apr,North,Laptop,4656
Nov,North,Laptop,18673
Jun,East,Tablet,7858
Jan,East,Laptop,12401
Sep,West,Tablet,10758
Jan,West,Tablet,3473
May,East,Phone,15281
Apr,South,Laptop,17964
Dec,West,Laptop,14057
Mar,East,Tablet,9673
Jun,West,Phone,16281
Feb,East,Phone,5251
Mar,North,Laptop,7054
May,East,Tablet,3716
Sep,North,Laptop,11204
Feb,West,Laptop,16106
Oct,East,Laptop,3310
Aug,West,Laptop,19001
Feb,North,Tablet,17882
Nov,East,Phone,6257
May,West,Laptop,17846
Jul,North,Laptop,12420
Aug,West,Laptop,15012
Jan,South,Laptop,2468
Jun,North,Phone,7905
Jan,North,Phone,14308
Feb,North,Phone,17634
Jan,East,Phone,16801
Nov,East,Laptop,19523
May,East,Tablet,11628
Oct,South,Phone,10728
Sep,South,Phone,19335
Jun,North,Laptop,13005
Nov,South,Laptop,9890
Nov,West,Laptop,9077
Jan,North,Laptop,3971
Jan,North,Tablet,15568
Feb,West,Tablet,3191
Sep,North,Phone,14820
Mar,South,Tablet,9765
Jan,East,Phone,12254
May,West,Phone,5046
Jul,South,Tablet,13750
Jun,West,Phone,14703
Dec,West,Laptop,18688
Jan,North,Phone,10043
May,North,Laptop,6908
May,South,Tablet,12627
Jun,West,Tablet,4804
Mar,North,Phone,12176
May,North,Laptop,5936
Jul,West,Phone,19096
May,South,Tablet,11873
May,South,Phone,13390
May,West,Phone,10366
Oct,South,Laptop,16614
Oct,North,Tablet,8506
Mar,West,Phone,19458
Jan,North,Laptop,10783
May,East,Phone,13170
Sep,East,Laptop,16609
Jan,South,Laptop,9322
Mar,East,Phone,14174
Apr,North,Tablet,18208
Jan,East,Tablet,4410
Jan,North,Laptop,15636
Aug,South,Tablet,11039
Feb,South,Laptop,16990
Dec,North,Tablet,8441
Aug,East,Phone,10685
Jul,South,Tablet,15778
Oct,West,Laptop,15191
Oct,South,Laptop,11732
Feb,East,Tablet,5956
Jun,West,Phone,8553
Jun,East,Laptop,4365
Mar,North,Laptop,8668
Nov,West,Laptop,7000
Feb,East,Laptop,5675
Dec,West,Laptop,14907
Jan,East,Phone,19336
Jun,West,Tablet,17136
Dec,East,Phone,13155
May,North,Phone,14219
Nov,West,Laptop,5247
Sep,West,Phone,6415
Jan,West,Laptop,8472
Jul,West,Phone,6848
May,North,Laptop,3037
May,West,Laptop,17634
Feb,South,Phone,10262
Nov,North,Phone,13066
Mar,South,Tablet,17554
Jul,West,Tablet,9008
Jun,East,Tablet,17263
Dec,South,Phone,18238
Feb,West,Phone,7642
Jun,South,Laptop,18489
Feb,West,Tablet,19153
Feb,West,Laptop,16531
Feb,West,Laptop,12384
Nov,East,Laptop,18336
Mar,South,Laptop,15661
Feb,North,Tablet,13687
Apr,North,Laptop,15404
Sep,North,Phone,6355
Jun,North,Phone,2933
Jan,West,Phone,10766
Aug,South,Tablet,7906
Dec,South,Laptop,14572
Jul,East,Tablet,14279
Oct,South,Laptop,12723
Mar,South,Tablet,12611
Jan,South,Tablet,10261
May,East,Laptop,6474
Apr,North,Tablet,18638
Oct,South,Laptop,6787
Aug,East,Phone,15575
Jan,East,Phone,9862
Oct,West,Phone,12956
Jan,East,Tablet,12663
Dec,North,Phone,18120
Apr,South,Laptop,5742
Aug,East,Phone,4035
May,North,Phone,3967
Feb,East,Tablet,3852
Jun,East,Laptop,12547
May,East,Tablet,8618
Feb,East,Tablet,15859
Nov,East,Laptop,10303
Nov,North,Tablet,13350
Nov,South,Laptop,18566
Mar,South,Phone,2164
Sep,South,Laptop,8958
Jul,South,Laptop,4137
Jul,North,Laptop,12215
Nov,West,Tablet,18838
Jun,West,Laptop,18925
Aug,North,Laptop,8033
Apr,North,Laptop,4665
Aug,East,Phone,15129
Apr,East,Laptop,14125
Aug,East,Tablet,8189
Sep,South,Laptop,15708
Mar,East,Laptop,7095
Mar,West,Phone,16409
Nov,South,Laptop,9583
Feb,East,Tablet,3637
Oct,South,Laptop,16670
Mar,West,Tablet,7966
Mar,East,Phone,6670
May,West,Laptop,7203
May,West,Phone,10669
Feb,West,Laptop,16968
Dec,East,Tablet,4366
Oct,North,Phone,2366
Jun,East,Laptop,17647
May,West,Tablet,11907
Jun,East,Phone,8606
Jan,West,Laptop,2012
May,North,Phone,4317
Sep,South,Laptop,17429
Dec,North,Tablet,9485
Oct,North,Tablet,18759
Feb,South,Phone,2256
Jan,East,Phone,18833
Oct,South,Laptop,17903
Nov,East,Tablet,5212
Sep,East,Laptop,8175
Oct,West,Tablet,15571
Sep,West,Phone,18087
Sep,South,Laptop,9446
Jun,North,Laptop,19692
Aug,South,Tablet,16877
Nov,East,Tablet,14943
Jan,West,Tablet,12306
Oct,South,Phone,6016
Apr,South,Laptop,7912
Jan,West,Tablet,2442
Aug,West,Phone,4944
Jan,West,Tablet,5936
Mar,East,Laptop,2398
Apr,West,Tablet,17696
Aug,North,Laptop,4995
Jun,South,Phone,8329
Oct,West,Phone,4216
Dec,West,Tablet,13523
Jul,East,Laptop,4568
Aug,East,Laptop,2160
Feb,South,Laptop,17648
Oct,North,Tablet,10067
Nov,South,Laptop,5904
Aug,West,Laptop,5573
Mar,North,Laptop,3825
Jul,North,Laptop,15786
Mar,North,Tablet,11815
Jul,North,Tablet,15794
Nov,South,Laptop,3176
Dec,East,Laptop,9820
Feb,East,Phone,18514
Oct,West,Phone,3499
Jun,East,Laptop,9626
Mar,East,Laptop,18137
Mar,East,Phone,5708
Sep,East,Phone,3769
Jul,West,Laptop,11510
May,South,Tablet,16226
Dec,North,Tablet,17634
Oct,East,Laptop,8731
Jul,South,Laptop,12965
Sep,East,Phone,2375
Jan,East,Phone,17517
Jul,North,Tablet,8218
Jun,North,Laptop,19124
Oct,North,Phone,10495
Dec,East,Tablet,3085
Sep,East,Tablet,15073
Jan,East,Tablet,13371
Apr,North,Phone,19594
Sep,West,Phone,13226
Apr,South,Laptop,12046
Oct,West,Laptop,18651
Mar,East,Tablet,13041
Sep,East,Tablet,6349
Feb,West,Phone,6965
Apr,East,Phone,15492
Jun,South,Laptop,15336
Feb,East,Laptop,19373
Aug,South,Laptop,14684
Aug,West,Phone,19321
Jan,West,Tablet,8654
Dec,East,Laptop,9342
Mar,South,Laptop,4358
Oct,East,Phone,8360
Sep,North,Laptop,5743
May,North,Tablet,9159
Jun,North,Phone,2518
Apr,North,Laptop,18652
Oct,East,Laptop,14925
Feb,North,Phone,16810
Nov,South,Phone,18239
Aug,West,Laptop,7475
Nov,West,Tablet,6185
Jun,North,Phone,7161
May,North,Tablet,11580
Sep,North,Laptop,11886
Jan,East,Tablet,13465
May,West,Laptop,13221
Jun,North,Laptop,4335
May,South,Laptop,5674
Jun,North,Laptop,6576
Jun,West,Tablet,16972
Jul,North,Laptop,2500
Apr,West,Laptop,10083
Nov,North,Tablet,10294
Aug,South,Phone,17720
Jul,North,Tablet,7543
Sep,South,Tablet,5276
Jul,South,Tablet,8613
Mar,North,Laptop,13729
Mar,South,Laptop,3327
Aug,East,Laptop,9772
May,North,Phone,12666
Apr,North,Laptop,18289
Aug,South,Phone,7769
Jun,South,Laptop,15663
Feb,North,Tablet,7918
Apr,East,Laptop,19473
Dec,South,Phone,6555
Nov,South,Phone,4394
Apr,West,Laptop,2666
Jun,East,Tablet,14355
Jun,East,Laptop,4234
Jan,North,Laptop,8335
Aug,East,Laptop,19620
Jun,North,Tablet,19758
Mar,West,Phone,13503
Sep,East,Tablet,8359
Feb,South,Phone,18560
Nov,West,Phone,15876
Aug,North,Phone,4928
Oct,West,Tablet,9617
Mar,North,Laptop,9614
Dec,West,Laptop,6274
May,North,Laptop,6971
Jun,East,Laptop,10389
Oct,South,Laptop,19352
